Features,BNC,Bog_T0,III_Bog_N1,III_Bog_N2,II_Bog_N1,II_Bog_N2,I_Bog_N1,I_Bog_N2
FT3580,4.78821561936276,7.627492276376421,3.8912589123453194,6.192020781564726,6.023896363242232,5.7404318601590125,6.290565689588072,5.420575450599363
FT3583,6.456204593792299,0.0,0.0,0.0,3.5740540538722954,0.0,0.0,0.0
FT3594,5.208457468502284,0.0,0.0,3.7608815551141275,0.0,6.656263760061226,0.0,3.9408323594007775
FT3598,6.348460033853516,3.0418741948638437,3.9987799759955966,0.0,0.0,3.3407282008831385,3.1032829266541255,3.8751638340496872
FT3599,6.3784021605649786,5.6043370108337625,0.0,3.3661109442558694,0.0,0.0,3.228251955474506,0.0
FT3617,6.386071053795471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT3618,6.5719063776078395,3.043159872588577,4.2083449856549215,3.58625709698536,0.0,3.415783755669135,3.1266899916859074,3.303289613416152
FT3624,5.732427304317507,4.12477837183341,3.7386704250365645,3.573803150252897,3.8600276055769416,0.0,4.166646385587054,0.0
FT3634,0.0,6.002978855315919,5.53646541822372,6.259735385454355,5.817703772079017,5.36905154606112,5.599441268922954,5.677681700107785
FT3638,5.8743669029112855,6.922676811599102,0.0,6.021196609978313,5.576761111069512,5.303406613992492,6.016668857350793,5.317668989037383
FT3647,6.339026167648882,3.054475792177277,4.135345024915957,2.9919902971244765,0.0,0.0,2.9884558200937485,3.398770907661823
FT3650,0.0,6.156796831221282,0.0,0.0,0.0,0.0,2.98887694958565,0.0
FT3652,5.635965177519575,0.0,3.7991263558970436,0.0,3.828944935047612,5.841886809429338,0.0,0.0
FT3657,6.52342645134142,6.280293092813441,4.275639193414382,4.0390418506123735,5.696798402304529,6.9999447274967945,4.237641506966807,4.3623788394790965
FT3660,5.948886409783072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT3661,8.18781061869922,2.7298225039506887,6.192351243515737,2.909521300232529,0.0,3.16515184102823,0.0,3.023228880208118
FT3702,4.1708324659365,5.9724170903846945,0.0,0.0,0.0,0.0,0.0,0.0
FT3704,5.94959392320275,0.0,3.0074661902005366,0.0,0.0,0.0,0.0,0.0
FT3748,6.5359222296117405,0.0,4.089145813517047,3.539161723645527,3.243713174209921,3.680526027657795,0.0,4.064192428739279
FT3749,6.474895236515546,4.591281484674289,4.7165319795945235,4.050570607442655,2.977392786383617,3.1837116614380965,0.0,3.7443105547280218
FT3755,6.160146260815164,3.7405948067229775,0.0,3.7188281189601,3.9273239788441483,0.0,0.0,0.0
FT3770,6.545862475367543,6.864465509299303,4.203889999101967,3.107874932798028,0.0,3.175626783899913,3.0549891546091335,3.477878217920805
FT3776,0.0,6.452262694538031,0.0,0.0,0.0,0.0,0.0,0.0
FT3780,5.1433181615642996,3.7384339174215744,0.0,0.0,0.0,5.720307840849733,3.2492419228470437,0.0
FT3784,0.0,3.391208937536178,4.934610057144967,5.163562908615567,5.062319448874091,4.664265099562579,5.739165256543607,5.6087215302262745
FT3787,6.967280240363496,3.100822692875844,4.583575441886631,3.8424146171872233,0.0,3.0243910012333495,3.0586375568948148,4.0609014308394515
FT3788,5.682665804324102,0.0,3.816833728598178,3.7732075014782525,3.9304826414166376,3.5812886323840334,0.0,4.103163894766565
FT3790,6.433578096115953,0.0,0.0,0.0,0.0,0.0,0.0,3.7158899734056363
FT3797,7.358567463526081,4.414037924032399,5.037742505760233,4.525382084771047,3.9469467436768197,4.405720839560124,4.403455901676378,4.732147543473147
FT3809,0.0,6.5044292395722305,3.3540979202268173,5.210523444571431,4.482784321051626,3.494408619839339,4.719183729140491,3.566062847440623
FT3820,5.914439404849416,4.953930918413771,3.7249342488121937,0.0,0.0,0.0,4.023303479714025,0.0
FT3829,6.0867029625467195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT3834,6.135819943156098,4.1191558333122815,4.360076916512424,3.097899846023275,0.0,3.588746829914244,3.0980180387479144,3.139489605809896
FT3848,5.625300596411412,0.0,3.9196517212671114,0.0,6.062901398823327,5.100855543387087,0.0,6.443112381230709
FT3870,5.739284472266771,3.165867542159524,3.9258814420037758,0.0,0.0,0.0,0.0,4.061660217351008
FT3890,5.637041362763974,3.1561469287299535,3.570099325408248,3.3423438345375565,0.0,3.301374239649768,3.3052610209254083,3.80546369475516
FT3897,6.1937329676963575,0.0,4.001170075739734,3.5273718110916605,0.0,0.0,0.0,3.622165064660692
FT3904,0.0,5.922216420030352,6.051344514297344,5.768786944886725,5.439976359254067,5.869638250281822,5.950165230659964,6.018518337386875
FT3916,6.3224944815905975,0.0,0.0,0.0,3.2645948152186333,0.0,0.0,0.0
FT3921,6.0634183094913485,0.0,3.8192932697440756,0.0,0.0,0.0,0.0,0.0
FT3927,6.664966762868084,0.0,0.0,0.0,0.0,3.6314022159936945,0.0,0.0
FT3936,0.0,0.0,0.0,4.152612990553241,6.3591306844420545,5.732625654549901,6.143652035454689,3.8747930772776664
FT3938,5.89947567563636,0.0,3.8435472212853243,0.0,0.0,0.0,0.0,3.508613017028775
FT3944,6.047994601606926,0.0,5.025682978438736,4.246656531819504,0.0,6.030729045331057,4.355795295670415,4.676667337772261
FT3949,7.039740054523974,4.229642490136401,4.984431752758233,4.240888113273246,3.575727499371888,4.482916683935553,4.306344563900743,4.666402135349854
FT3951,0.0,6.181804756592849,3.4101454746022526,6.280233986327548,6.363260309689928,6.185678640922993,6.377075814631957,6.43778158215622
FT3957,6.451607109981763,0.0,0.0,0.0,0.0,0.0,3.1757857230487674,0.0
FT3969,6.414055840836846,0.0,4.127856341767627,0.0,0.0,3.387633526116998,0.0,3.7272198543296415
FT3978,6.1445183605212526,0.0,0.0,0.0,3.961354401527729,5.261773813175634,0.0,0.0
FT3990,7.0670230277510715,3.9456821901315924,4.961508382052049,4.227752122331753,3.456644277315643,4.322940419004978,4.368305191982666,4.700799261896863
FT3993,5.724780043655102,0.0,3.4261627600397646,0.0,0.0,0.0,0.0,0.0
FT3994,6.024305864344516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT4009,6.17255545117874,0.0,0.0,0.0,0.0,0.0,0.0,3.5870008193776264
FT4012,6.294640389794505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT4015,5.919346846372907,3.1267106825442865,3.89957809331218,3.7271956502754877,0.0,3.380526219504515,0.0,3.311977300186214
FT4027,0.0,4.168242270499391,3.6739714290465515,5.574989778135323,5.6013971646051095,5.297008427958377,5.507324660401094,5.525367121047693
FT4032,6.014238208573489,0.0,3.9977355476280723,0.0,0.0,3.319324561428926,0.0,3.7065143419876723
FT4043,6.264811858444557,0.0,4.629040962312306,3.5163773188926877,3.2448456111582575,3.867316734152643,3.7340476440899804,3.8290957227748645
FT4066,6.0505289407593255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT4074,6.179734653046769,0.0,3.9476245870275357,0.0,0.0,3.082141538536284,0.0,0.0
FT4083,0.0,6.282581635208052,5.982826492304995,5.924147668590736,5.991286839357756,5.819395936716515,5.997228870448224,6.06094215672436
FT4092,6.4224886027696195,3.47337593424554,4.063169333797428,0.0,0.0,3.8737455307019664,0.0,3.7853302671224194
FT4097,6.8795131954698725,0.0,0.0,0.0,0.0,0.0,0.0,3.3073600716777745
FT4114,5.92988356929712,0.0,3.665638831049285,0.0,0.0,0.0,0.0,0.0
FT4115,5.962721936610106,0.0,0.0,0.0,0.0,3.2267450487638762,0.0,0.0
FT4122,5.578546373081872,0.0,3.7965088786211147,0.0,0.0,0.0,3.7986294825828217,0.0
FT4130,5.996808827636818,0.0,4.264318158058124,0.0,0.0,3.9171539500197614,0.0,4.04323765046003
FT4137,5.567925263467743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT4161,5.915018697132403,0.0,3.9751577151123936,0.0,0.0,0.0,0.0,0.0
FT4178,0.0,5.6600707600125535,5.785075887942038,5.737450811345723,5.871447751170039,5.683988981478294,5.885021739918489,5.92413649465374
FT4182,5.095353081165094,0.0,3.113351365686612,0.0,3.780133635030963,6.275096341230495,0.0,0.0
FT4187,7.2720347093524405,3.7285284315255205,5.10709191956336,4.5565877096473155,3.9478827673679975,4.532974506875038,4.415411329735439,4.741089365889685
FT4190,5.871515683002157,3.9103313149024346,3.6444532061568133,0.0,0.0,3.132833155254918,4.329085452414468,3.8610222961586813
FT4193,6.83993712165003,3.387019850424917,5.136021223146721,4.4629389308063505,3.628388741830308,4.396257197075682,4.370088905855784,4.58813569838032
FT4201,6.862061286128525,0.0,4.736301978329962,3.559655715944032,3.8887440499385506,4.715640852220498,4.99098596952786,5.07027249826896
FT4225,5.99679207945301,3.041016699480828,4.668499299454672,4.086901969470105,0.0,0.0,3.8967013633097225,0.0
FT4236,5.641236608550946,0.0,4.216422323046847,3.5674276505463562,3.2800702660206853,3.773208516018149,0.0,3.1974952863491817
FT4237,6.251229992650845,0.0,4.290317994508264,3.089071158010222,0.0,0.0,0.0,3.6929473426737283
FT4241,0.0,5.8763242116404255,5.936040781988444,5.050557631474212,5.571147308396594,5.457705748420423,5.599536633048092,5.044570052446975
FT4243,6.342378308772092,0.0,4.690151498835524,3.651801370321808,0.0,3.885586407383042,0.0,4.160730107992152
FT4250,6.241114480649203,0.0,4.594872474513949,3.745540159029591,3.4189121912944804,3.806823750525729,3.7202457836878766,3.8935324823087987
FT4264,6.010332193470947,0.0,3.691218980286108,0.0,0.0,0.0,0.0,3.147341783411277
FT4267,6.427510944803975,3.086979574646885,3.8591781492997352,0.0,3.9447085114338223,0.0,0.0,0.0
FT4286,6.02631330210887,3.113714081055427,0.0,3.1526718295116445,0.0,0.0,0.0,0.0
FT4310,6.455713212597939,0.0,3.751024394304566,0.0,0.0,3.401075517645805,0.0,0.0
FT4330,6.050073370557166,3.0742045074643403,4.20177986222847,0.0,0.0,3.6289254653155982,0.0,3.0682071512221167
FT4334,6.911943474882653,3.5644058884938494,5.062122789215633,4.545613043397312,3.8444722166377114,4.662078860006548,3.7580251785092362,3.9723195365836266
FT4335,0.0,5.577098510379289,3.299230424806462,4.0866157297116885,0.0,0.0,3.3929100635512444,0.0
FT4341,6.583328265263055,3.4244271922218306,4.787944982426386,4.011723451930481,3.7757986904073966,4.356792122038177,3.333451794445278,3.8441296533177565
FT4346,6.991945672817015,3.003229491509136,0.0,3.8198954494386315,0.0,3.959453906262285,0.0,0.0
FT4347,6.22639128682828,3.1394499597961154,4.677178971189394,3.5090067999841956,0.0,3.5777847825351348,3.3174611181725098,3.7423754662705795
FT4364,6.8399542923580245,3.225758819820169,4.83753337471207,4.175014226600538,3.582757343800654,3.964262745100007,4.004685300908898,4.375624144674537
FT4366,5.90882740327277,3.1343087670602063,0.0,0.0,0.0,0.0,0.0,0.0
FT4368,3.5117939140454664,5.949257304323977,0.0,4.846423676771049,4.173350517187781,0.0,4.202169727959714,3.3828373179581046
FT4377,6.321781765596255,0.0,4.407744096146403,3.529812459963211,0.0,0.0,0.0,3.0537893142485055
FT4384,6.029501275547699,0.0,4.538448731053987,0.0,0.0,3.6317496903730024,3.1739744968190866,3.321458859511406
FT4399,6.710663631906822,3.1845981870100317,5.009943842109361,4.216469081820958,3.6923236505100725,4.556531708257224,4.131920406358889,4.375833043937549
FT4415,8.116089233008934,5.65747007899226,5.716184095590344,5.81102075168571,4.626006235060064,5.936748419397735,0.0,0.0
FT4420,5.9019884995595016,0.0,4.11154783997262,0.0,0.0,0.0,0.0,3.3090245596023213
FT4457,6.108763144902642,0.0,0.0,3.413600496469966,0.0,3.0525306059492983,0.0,3.049470119096742
FT4466,6.562609674535045,0.0,0.0,4.147230869529275,4.184478703327404,3.8947002804258433,0.0,4.6441494429986285
FT4467,5.713669236009882,0.0,0.0,3.3328253279713635,0.0,0.0,0.0,3.225438861966598
FT4477,6.363017947293522,4.365580357052824,3.986576681618661,0.0,0.0,4.233130513325027,0.0,0.0
FT4501,6.756405136526006,0.0,0.0,0.0,0.0,0.0,0.0,4.840025479953299
FT4505,6.108324237646928,0.0,0.0,0.0,3.9429377516655424,0.0,0.0,3.875419289311781
FT4519,0.0,5.661833220207032,5.850195545795027,5.810597294624175,5.667841316950948,5.705086442924056,6.052556832627198,6.075692863707307
FT4535,6.544970516740084,0.0,3.8780608225037145,3.653008545656682,0.0,3.77434556102599,0.0,4.700920329793527
FT4537,5.473297932225152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT4546,7.535871793754043,4.021902365138676,0.0,0.0,0.0,0.0,4.141475793037343,5.588914842467178
FT4585,6.067397458786661,3.160129639049943,4.4881687632873275,4.076740915853644,3.498854922547998,4.410905461460156,0.0,3.1302472279426676
FT4607,5.955864798357638,3.9283350619886686,3.593114420988899,0.0,3.923446928806328,5.785605026141466,0.0,0.0
FT4609,5.900942226396116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT4611,5.572766741384708,0.0,0.0,0.0,0.0,0.0,0.0,3.7817259201879287
