Features,BNC,Bog_T0,III_Bog_N1,III_Bog_N2,II_Bog_N1,II_Bog_N2,I_Bog_N1,I_Bog_N2
FT2577,5.423923473319707,5.935591900495242,4.018545373415143,0.0,0.0,0.0,3.80697475835005,0.0
FT2578,5.179502753280587,0.0,0.0,0.0,0.0,3.5558610481478508,0.0,6.3052342300814965
FT2588,5.571930694552949,0.0,3.2561507499497044,0.0,0.0,0.0,0.0,3.1350802920452296
FT2592,5.910281828285741,0.0,0.0,0.0,0.0,4.067680316153343,4.496687951245465,4.097568858325394
FT2593,6.0336412043412,5.312336915039792,0.0,0.0,0.0,4.037577194080406,3.7006248145180463,0.0
FT2600,5.804285597382523,2.6751087393901876,5.5451637356583365,3.5178993574057786,3.223042135893831,3.2729098826707945,0.0,3.2934706167915526
FT2614,5.826812864968405,5.144181790928462,4.405097084431056,4.207681986080256,4.741301644589164,7.6059883357220235,3.7723077482800926,0.0
FT2616,5.84481117510195,0.0,0.0,0.0,0.0,0.0,2.6408835973109057,2.9756941682382667
FT2630,5.365889413797322,0.0,0.0,3.7582189398696615,0.0,7.135028560681809,0.0,0.0
FT2670,6.372391643739159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT2676,6.063432630635418,0.0,3.4077562830441357,0.0,0.0,3.095774487413917,0.0,3.656060120021554
FT2677,5.851924813748521,0.0,3.9521222091410446,3.655917321614387,3.187200520126211,4.180243962088981,4.559971628540064,4.782372068663771
FT2698,6.387541653017684,0.0,0.0,3.6837287609288993,0.0,6.126258148771571,2.866115291857283,0.0
FT2699,0.0,4.36112720419095,4.9335957576617675,3.7551499201666587,3.8911264929703413,5.649166684599778,5.704871235753184,4.405453127543201
FT2700,5.896732543010352,0.0,0.0,0.0,0.0,5.703507219281611,3.789074757184816,0.0
FT2721,6.342359673674696,0.0,3.5639516437509027,0.0,0.0,0.0,3.6079352394676625,0.0
FT2729,5.968415778532846,0.0,5.7976780151652365,5.581635878646986,4.387761478275136,4.578726911213524,4.699120269139849,0.0
FT2752,7.077642340870201,0.0,3.5835133292212547,0.0,0.0,0.0,0.0,3.9795794600884626
FT2753,6.142271722886352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT2759,6.371828718653236,0.0,0.0,0.0,0.0,0.0,4.796270146158291,0.0
FT2770,0.0,5.71207781517671,5.675003764713208,5.748471881834932,6.02766775871865,5.783329634028281,5.960390090143398,6.064904615437873
FT2800,5.610551956109228,0.0,4.1188551930975095,3.4749887880579666,4.391089917455706,4.599403058246541,5.072062984180645,5.195777510599889
FT2805,0.0,5.576190196317807,4.212189780226997,3.724788751687252,3.7205281702085835,6.944232840490827,3.7191390516622094,3.9874143074938644
FT2815,0.0,5.091465740012244,0.0,5.646595974473388,6.38923072039669,6.332477857052636,6.250412903998637,5.985256920231591
FT2818,6.335588209269237,0.0,3.6820958488870073,0.0,0.0,3.8550048178482523,0.0,0.0
FT2821,6.058927446081359,3.6246983154755066,6.094696697724694,3.8404173744283145,6.13770076461433,5.129765941070638,3.9535809282497683,3.75021937454167
FT2825,5.934862500953871,0.0,3.466851768820865,0.0,3.107480561605223,3.7048985466533533,3.8972719493761327,3.991573857987406
FT2841,4.10397674402403,6.453761572774921,6.3833202881007916,6.5199204867244624,6.724691599407692,4.6003398672327735,4.7454731522168805,6.268690805328603
FT2861,5.69430179688116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT2892,6.828963696065538,0.0,4.433360113531604,0.0,4.515586482426147,3.5978718419880344,3.6352570384588336,4.1952984200531205
FT2904,6.390874626046435,0.0,0.0,0.0,5.065478302194963,3.175589321580271,3.253181627488087,0.0
FT2905,5.89804833769778,0.0,4.569912172510262,0.0,3.9411324947615856,3.5113672862906213,0.0,0.0
FT2906,5.816567033900712,0.0,4.6306840576218695,3.7156394151770162,3.980591424035842,4.5503710750221975,4.624040008150484,4.204238370614888
FT2917,0.0,6.0845834386653666,3.73485785143725,0.0,0.0,5.492654224094056,0.0,3.7253000310073303
FT2918,6.1518327556637376,4.075470300394845,5.225909519736463,4.197825831332142,0.0,4.298927953618552,4.685923945232131,5.133190548040192
FT2920,6.142061427988622,0.0,0.0,3.429611246493235,3.5582455014993726,3.064001311351313,3.6172699805558857,4.2867666671269875
FT2931,5.919042421862902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT2936,6.177146544630024,6.172409951989137,3.796206971578937,3.847988050319604,3.9056700108218054,5.499185562487854,0.0,0.0
FT2940,5.871986000578008,0.0,3.7099436509893238,0.0,0.0,0.0,0.0,0.0
FT2975,6.366053758122218,3.115095255414774,4.815336610971477,4.202622151683593,3.216829199368835,4.133514904254342,3.761299593937841,4.3627267920487
FT2992,5.269050347307156,0.0,0.0,0.0,0.0,0.0,0.0,5.8493573918154
FT3001,0.0,5.449160339312346,5.1640389891521234,4.920405682308969,5.454951659342357,5.834176746789549,5.811440378314066,5.051903338630767
FT3009,6.343318569602703,0.0,5.340067519160777,0.0,5.754413399717526,5.821561210678425,0.0,0.0
FT3013,6.418541408661176,0.0,3.588071525964441,0.0,0.0,0.0,0.0,0.0
FT3020,5.016733141934005,3.7327074018613917,0.0,0.0,3.823368495135262,5.955418677519084,0.0,4.170219824409858
FT3021,5.284171713911302,0.0,0.0,0.0,4.501162679498299,6.034476687941739,0.0,3.897883924271295
FT3028,3.1311912108393014,3.6834493744517096,5.968514528640771,5.817315916117308,5.94979612708597,4.211209621498445,6.228424047468975,5.934998505017778
FT3032,5.773584440664179,3.3338274804009846,2.8379942942909,4.017376838926849,0.0,5.980437189908404,4.3021587836610475,4.160446410692733
FT3039,5.459987489564978,0.0,4.353142341797989,4.095306792951557,4.3962883300057785,0.0,4.4895251829498894,4.2414007156988704
FT3044,6.389710713973152,3.876481021960272,5.468154156617885,4.930287560121265,0.0,5.05943364491508,4.97602865583222,4.992947005810657
FT3053,0.0,6.1748448522329635,5.125586995106743,5.538174263924786,5.33740632592486,5.52226733098283,5.222210367767701,5.538302134316381
FT3082,0.0,5.696164941916356,5.546659309892588,5.9803968797921865,5.74290149113849,5.934375937617767,5.845430535445987,5.76378520158064
FT3091,6.0724057269021,0.0,3.547661353638181,0.0,0.0,0.0,0.0,0.0
FT3106,5.810438253109448,3.6116819521569075,4.397205994254895,4.311370424628777,0.0,3.8477641201839616,3.9876078233551313,4.371694553397052
FT3117,0.0,6.311341791841752,0.0,0.0,0.0,5.992984703090308,0.0,0.0
FT3133,0.0,0.0,6.033026367293272,6.195038077551545,6.134024509926134,6.792645914779474,6.289322973006709,6.359160408421447
FT3136,0.0,5.3246858430773285,5.132026168114502,5.081150713869031,5.716125729302166,5.521780225163831,5.431295974458205,5.456997434278841
FT3141,6.475840733109413,0.0,4.581047936191096,3.9851970475300624,0.0,4.050370214477341,3.745340675512352,4.276505822585674
FT3147,0.0,5.634164765793945,5.027999399565199,3.7140115562440896,0.0,6.046313444015242,3.9030218355776563,4.067742356278538
FT3148,5.147452955965506,5.945512534293914,5.901292614232945,0.0,0.0,6.6593822636046,0.0,0.0
FT3175,5.77915242654366,0.0,0.0,0.0,0.0,0.0,3.3194409494284205,0.0
FT3202,0.0,6.537834196703803,3.778760038177328,3.6903528555918252,3.108397430274168,4.142368553208115,5.738699343423949,6.592908957177867
FT3204,6.207291668411207,0.0,0.0,0.0,3.9778376441852994,4.041788966663607,4.18839476478703,4.47786901263962
FT3218,5.777604905657173,3.886302333836061,4.729999045811682,4.084270599785123,0.0,3.86580007859228,4.287860972173661,4.061600838587945
FT3246,6.237376506349877,4.216502340351216,4.042785614954225,3.3637561279917683,0.0,3.382287921972351,0.0,3.131655791717934
FT3267,5.822399056073339,0.0,3.695389182388681,0.0,3.6882984770792784,3.6895163591440694,0.0,0.0
FT3268,6.390433698608506,0.0,0.0,3.7337250702265443,0.0,0.0,0.0,0.0
FT3280,5.577011082816543,3.116892636653659,3.321120292140595,0.0,0.0,0.0,3.297372836513804,0.0
FT3298,6.002301229737138,0.0,4.084673694605634,3.412602667151523,0.0,3.3409183142976193,0.0,4.087541198464613
FT3306,6.171994027042454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT3309,6.2504170682882645,6.11477142389797,6.351984765830398,6.21307087421506,5.277186414939408,6.54908379841565,3.9613332491396416,3.996676828891243
FT3314,6.0353618484912674,0.0,0.0,0.0,5.375375218295323,3.4185742146906564,0.0,3.6188686362851965
FT3376,6.081395726313393,0.0,0.0,0.0,3.8034841742671115,0.0,4.095978413757558,0.0
FT3381,6.572491618829842,0.0,3.7771217061236158,0.0,0.0,0.0,3.0787165363812843,3.6339795514301247
FT3386,5.788987183190469,6.669168035208041,0.0,5.134018363485147,4.703414541378901,3.3288303117396896,4.843874133461814,4.45991259890808
FT3392,6.6965967506409925,0.0,4.839398254875809,3.761807603209631,0.0,4.459851513337237,4.640962311128281,4.341782624008503
FT3403,6.076686789554748,7.95711698523937,0.0,6.688613685393323,3.2208055491960423,3.200076899188551,3.369605838042141,2.9202605921017715
FT3408,6.532926691377517,3.302310960287556,4.104725338218472,3.1410977316245376,0.0,3.7053179184704716,3.4234821668384257,4.196585449948457
FT3420,6.157360234488013,7.324444986607338,0.0,5.251765024793779,4.56977919271508,3.5608593405511937,4.637791334282319,3.952682662096849
FT3421,4.266949150497387,7.393471076527227,3.4712155350301237,5.789386261121641,5.248682245503689,0.0,5.316643950902739,5.115889754674677
FT3427,5.54330083804031,0.0,0.0,0.0,0.0,5.9515593257071675,0.0,0.0
FT3446,5.562367768696638,0.0,0.0,0.0,0.0,7.034277048664256,0.0,3.640616948230777
FT3470,6.708085184183177,3.6687474323468625,4.532501671905835,3.8337476828702775,0.0,4.030630823771296,3.8230094715593856,4.386563790288472
FT3481,5.8229436679391675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT3488,6.013916892649647,0.0,0.0,0.0,0.0,0.0,3.534661584473339,4.352511248406417
FT3504,6.139297959826525,4.041193791999153,4.155866252362811,3.8595084135346456,4.123466557815532,4.358245812695827,0.0,3.7890508845974407
FT3522,6.0812707980707605,0.0,3.3675505953632374,3.31333903199691,3.274031192491425,0.0,0.0,3.6712898047471407
FT3529,6.418974950536263,4.851048905253147,5.086379351551892,5.039581207757375,0.0,5.9041383980175945,0.0,0.0
FT3531,3.4385187302174063,6.767722780312471,3.177915310366437,4.400605905787351,4.054497559623318,0.0,3.6867571418927687,3.9373903839496247
FT3532,6.173358895326871,7.17467828505223,3.97699512139388,5.229536906378598,4.716910327984891,4.494384673106823,4.723315536997031,4.640006884529351
FT3540,6.355926983065611,6.865954953866605,0.0,3.9719562970909066,3.7746539534534516,3.7883519614212893,3.29821759067877,0.0
FT3556,6.305733038751587,2.827111394833082,4.149951560061994,3.7727290083109026,0.0,3.8131038751642787,3.073868099956354,3.5431573589684353
FT3569,0.0,6.4716153019074705,0.0,0.0,0.0,0.0,0.0,0.0
FT3571,5.896850103611952,0.0,0.0,0.0,0.0,0.0,0.0,3.664470510845918
FT3579,6.1812945157650026,3.8344373212823633,4.519148328468181,4.232279772423267,0.0,4.398719289075724,0.0,3.728971765394533
