"","name","xend","yend","coord","cos2","contrib","PC1_Vector_corr","PC2_Vector_corr","abs_PC1_Vector_corr","abs_PC2_Vector_corr"
"1","FT0001",-45.958469252636,-5.83297148945014,0.951450435659428,0.951450435659428,0.0247574260084384,-0.967660679509459,-0.122813863186205,0.967660679509459,0.122813863186205
"2","FT0002",-41.7774996238731,-8.66632735713904,0.807044237748664,0.807044237748664,0.0209998726709828,-0.879629899159979,-0.182470485976414,0.879629899159979,0.182470485976414
"3","FT0003",-46.6683868309161,-6.82526106463775,0.986170220864709,0.986170220864709,0.0256608598406515,-0.982608073044653,-0.143706630508761,0.982608073044653,0.143706630508761
"4","FT0004",-45.9279903980141,3.81722886456364,0.941585324755362,0.941585324755362,0.0245007287133206,-0.967018943836934,0.0803721781206825,0.967018943836934,0.0803721781206825
"5","FT0005",-47.2429291786707,-1.16164795030326,0.99003651221389,0.99003651221389,0.02576146352784,-0.9947051260509,-0.0244586267388953,0.9947051260509,0.0244586267388953
"6","FT0006",-2.44749775692516,-38.4028616422736,0.656451572567885,0.656451572567885,0.0170813429968199,-0.0515323373706195,-0.808576521284786,0.0515323373706195,0.808576521284786
"7","FT0007",-42.4000668000974,1.45206546930298,0.797916084161768,0.797916084161768,0.0207623515363536,-0.892738120268779,0.0305733998883645,0.892738120268779,0.0305733998883645
"8","FT0008",-45.5079168321093,10.4593849421697,0.966596285501296,0.966596285501296,0.0251515319363369,-0.958174248205472,0.220223512770944,0.958174248205472,0.220223512770944
"9","FT0009",-34.623570746661,27.1063416850654,0.857174917038428,0.857174917038428,0.0223043090732941,-0.729003131318091,0.570727037704405,0.729003131318091,0.570727037704405
"10","FT0010",-39.8055900965698,15.8741628524766,0.81414146364443,0.81414146364443,0.0211845476034798,-0.838111124837181,0.334232263655958,0.838111124837181,0.334232263655958
"11","FT0011",-47.4042889335857,-0.339342149448279,0.99625979689189,0.99625979689189,0.0259233978800359,-0.998102573629675,-0.00714488668271927,0.998102573629675,0.00714488668271927
"12","FT0012",-6.02550793570915,37.1700994641826,0.628590390194169,0.628590390194169,0.0163563749530071,-0.12686773946727,0.782620576573753,0.12686773946727,0.782620576573753
"13","FT0013",28.0742066649861,35.2140539187243,0.899132837729855,0.899132837729855,0.0233960844070938,0.591105542458234,0.741435820152366,0.591105542458234,0.741435820152366
"14","FT0014",34.3111663559337,-20.9047474348561,0.715632081143751,0.715632081143751,0.0186212624790085,0.722425422140024,-0.440151781309083,0.722425422140024,0.440151781309083
"15","FT0015",17.4643966388391,-42.7058653025346,0.943732996444067,0.943732996444067,0.0245566126784024,0.367714812820761,-0.899176741734493,0.367714812820761,0.899176741734493
"16","FT0016",-46.8065539063716,6.9262204617793,0.992511215890914,0.992511215890914,0.0258258571009369,-0.985517196178979,0.145832341839655,0.985517196178979,0.145832341839655
"17","FT0017",-47.4275994305858,-0.353645509818535,0.997244179648423,0.997244179648423,0.0259490122287665,-0.998593378735537,-0.0074460455254794,0.998593378735537,0.0074460455254794
"18","FT0018",-41.9775440548446,-20.3865113806888,0.965423631870769,0.965423631870769,0.0251210186437856,-0.883841856893861,-0.429240263574121,0.883841856893861,0.429240263574121
"19","FT0019",-42.3391264476423,-19.6333363799767,0.96557678688139,0.96557678688139,0.0251250038475347,-0.891455014372843,-0.413382080200514,0.891455014372843,0.413382080200514
"20","FT0020",2.0611148586795,-45.0001621993411,0.899608127140792,0.899608127140792,0.0234084517800886,0.0433970024922545,-0.947483417963333,0.0433970024922545,0.947483417963333
"21","FT0021",-42.8040222578555,11.777549147268,0.873732644778018,0.873732644778018,0.0227351530815757,-0.901243447341293,0.247977606655117,0.901243447341293,0.247977606655117
"22","FT0022",-47.3209625049898,0.721834157592473,0.992940577279777,0.992940577279777,0.0258370293936988,-0.99634812641184,0.0151982984374313,0.99634812641184,0.0151982984374313
"23","FT0023",-47.3808013601221,-1.28375792257219,0.99595240462246,0.99595240462246,0.0259153993116599,-0.997608040159187,-0.027029665780494,0.997608040159187,0.027029665780494
"24","FT0024",-47.1975622046421,2.65572780121167,0.990665573333805,0.990665573333805,0.0257778321515196,-0.993749919369092,0.0559166441028767,0.993749919369092,0.0559166441028767
"25","FT0025",-47.4172952203337,-0.362259372430673,0.996813658294378,0.996813658294378,0.0259378097528745,-0.998376422443117,-0.00762741136041709,0.998376422443117,0.00762741136041709
"26","FT0026",-46.7734092080053,3.68808452377312,0.975899107471909,0.975899107471909,0.0253935980681869,-0.984819330870042,0.0776530296678217,0.984819330870042,0.0776530296678217
"27","FT0027",-20.4275490834946,-4.4050376865596,0.193592018526724,0.193592018526724,0.00503740383615234,-0.430104316969032,-0.0927485582169722,0.430104316969032,0.0927485582169722
"28","FT0028",-45.1357350619897,-13.5277021401377,0.984268736696165,0.984268736696165,0.0256113818522618,-0.950337919658602,-0.284827272491815,0.950337919658602,0.284827272491815
"29","FT0029",-45.6826872334052,5.52306282797878,0.938686291908796,0.938686291908796,0.024425293789435,-0.961854058434714,0.116288701865083,0.961854058434714,0.116288701865083
"30","FT0030",-45.5397980492364,2.88987389481618,0.923087024231203,0.923087024231203,0.0240193896026907,-0.958845510776453,0.0608466161347199,0.958845510776453,0.0608466161347199
"31","FT0031",26.3879860757429,-12.2387567214861,0.375096863663362,0.375096863663362,0.00976029070994831,0.555601980487523,-0.257688383404653,0.555601980487523,0.257688383404653
"32","FT0032",29.6054786463941,4.39682790884373,0.397131299226978,0.397131299226978,0.0103336426026571,0.623346644264689,0.0925757004344493,0.623346644264689,0.0925757004344493
"33","FT0033",-4.88665554726001,16.2668100223622,0.127892064949872,0.127892064949872,0.00332784369673274,-0.102889075817491,0.342499493470128,0.102889075817491,0.342499493470128
"34","FT0034",-25.0778229491936,-12.1688228149097,0.344447862320733,0.344447862320733,0.00896278160749384,-0.528016350201715,-0.256215917226843,0.528016350201715,0.256215917226843
"35","FT0035",-46.1892679630087,-4.05746348224293,0.953093828772712,0.953093828772712,0.0248001882815743,-0.972520172015213,-0.085430344703807,0.972520172015213,0.085430344703807
"36","FT0036",39.044647644985,-22.1907481503334,0.894133605987957,0.894133605987957,0.0232660007944216,0.822089396921908,-0.467228669343536,0.822089396921908,0.467228669343536
"37","FT0037",2.58907780703635,17.1182304828325,0.132878780922542,0.132878780922542,0.00345760164006997,0.0545133210657567,0.360426245921303,0.0545133210657567,0.360426245921303
"38","FT0038",26.2341686122738,35.1978380471918,0.854326155317972,0.854326155317972,0.0222301822403383,0.552363336693652,0.741094393174464,0.552363336693652,0.741094393174464
"39","FT0039",39.382305446457,9.19120383308432,0.725021376458873,0.725021376458873,0.0188655787096006,0.829198819470732,0.193521818530155,0.829198819470732,0.193521818530155
"40","FT0040",-36.4191173711648,15.9473819408987,0.700739487256007,0.700739487256007,0.0182337464535478,-0.766808565115445,0.335773899702759,0.766808565115445,0.335773899702759
"41","FT0041",-47.4311982803451,-0.286222405788668,0.997376395022802,0.997376395022802,0.0259524525680902,-0.998669152917318,-0.00602644457442214,0.998669152917318,0.00602644457442214
"42","FT0042",-47.4206150554605,-0.366701147010216,0.996954670609943,0.996954670609943,0.0259414789949475,-0.998446321940793,-0.00772093341800003,0.998446321940793,0.00772093341800003
"43","FT0043",-45.9835066747948,6.57097792931773,0.9565291651494,0.9565291651494,0.0248895782098063,-0.968187845216527,0.138352670824879,0.968187845216527,0.138352670824879
"44","FT0044",-47.4476176258314,-0.332977363887185,0.998079850990783,0.998079850990783,0.0259707569993298,-0.99901486406194,-0.00701087541513062,0.99901486406194,0.00701087541513062
"45","FT0045",-47.4048778914243,-0.347837680253452,0.996287139202746,0.996287139202746,0.0259241093466689,-0.998114974202445,-0.00732376102830587,0.998114974202445,0.00732376102830587
"46","FT0046",2.85189216605051,-44.9288974538373,0.89848933640406,0.89848933640406,0.0233793400388507,0.0600469066129711,-0.945982930823951,0.0600469066129711,0.945982930823951
"47","FT0047",-47.4048778914243,-0.347837680253452,0.996287139202745,0.996287139202745,0.0259241093466689,-0.998114974202444,-0.00732376102830587,0.998114974202444,0.00732376102830587
"48","FT0048",7.75506628538436,-44.4661514235671,0.903206485135149,0.903206485135149,0.0235020836482956,0.163283782801915,-0.936239761711201,0.163283782801915,0.936239761711201
"49","FT0049",-47.2969237118415,0.980660231600821,0.992127599167393,0.992127599167393,0.0258158751173335,-0.99584198694961,0.020647910200454,0.99584198694961,0.020647910200454
"50","FT0050",-47.2324168599627,0.638433629951356,0.989178699807144,0.989178699807144,0.0257391426308251,-0.994483788011806,0.0134422910559621,0.994483788011806,0.0134422910559621
"51","FT0051",-47.3397451526668,1.25671681711529,0.994197946580146,0.994197946580146,0.0258697470490306,-0.996743597146826,0.026460312298826,0.996743597146826,0.026460312298826
"52","FT0052",-46.8704242803911,1.38492018359523,0.97474688030766,0.97474688030766,0.0253636162870088,-0.986861994004697,0.0291596484329657,0.986861994004697,0.0291596484329657
"53","FT0053",-47.4048778914243,-0.347837680253452,0.996287139202746,0.996287139202746,0.0259241093466689,-0.998114974202445,-0.00732376102830588,0.998114974202445,0.00732376102830588
"54","FT0054",-5.69397296190625,-6.21468458106449,0.0314949002400362,0.0314949002400362,0.00081952000137078,-0.11988723373572,-0.130850874766785,0.11988723373572,0.130850874766785
"55","FT0055",-46.9283132502454,6.88977991925562,0.997347649537522,0.997347649537522,0.0259517045898475,-0.988080852700739,0.145065082165571,0.988080852700739,0.145065082165571
"56","FT0056",-47.4004878573425,-0.210864344593958,0.996068705012868,0.996068705012868,0.0259184255316314,-0.998022541546793,-0.00443977221809673,0.998022541546793,0.00443977221809673
"57","FT0057",-47.4048778914243,-0.347837680253452,0.996287139202746,0.996287139202746,0.0259241093466689,-0.998114974202445,-0.00732376102830588,0.998114974202445,0.00732376102830588
"58","FT0058",-46.9883951201098,6.13867358365583,0.995510956563606,0.995510956563606,0.0259039125150344,-0.989345883150285,0.129250454765886,0.989345883150285,0.129250454765886
"59","FT0059",23.8301793044662,8.99719955178565,0.28763651774454,0.28763651774454,0.00748450947993927,0.501747074556218,0.189437036819144,0.501747074556218,0.189437036819144
"60","FT0060",21.9571126634825,-38.5638752540449,0.873019916587939,0.873019916587939,0.0227166073804349,0.462309448193655,-0.811966680781186,0.462309448193655,0.811966680781186
"61","FT0061",10.5389322196504,-44.5330410259151,0.928422910458145,0.928422910458145,0.0241582332076772,0.221898389541905,-0.937648129725034,0.221898389541905,0.937648129725034
"62","FT0062",-47.4035476159388,-1.18443716879587,0.996799516511943,0.996799516511943,0.0259374417735042,-0.998086965104204,-0.02493845626783,0.998086965104204,0.02493845626783
"63","FT0063",0.832348778659053,-45.0274292030415,0.899120208435217,0.899120208435217,0.0233957557837459,0.0175251960703607,-0.948057527757632,0.0175251960703607,0.948057527757632
"64","FT0064",-47.4086563042011,-0.121627829148496,0.996398876076805,0.996398876076805,0.0259270168206562,-0.99819452910352,-0.00256088746459596,0.99819452910352,0.00256088746459596
"65","FT0065",-47.3271289996385,-2.67212673270117,0.996133734284524,0.996133734284524,0.0259201176401439,-0.996477962642225,-0.0562619254285258,0.996477962642225,0.0562619254285258
"66","FT0066",-47.3885751444766,-0.261827048069742,0.995578792283906,0.995578792283906,0.0259056776493631,-0.997771718053016,-0.00551279760551622,0.997771718053016,0.00551279760551622
