Features,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,Litter,peat,peat_litter,ms_level,BNC,Bog_T0,III_Bog_N1,III_Bog_N2,II_Bog_N1,II_Bog_N2,I_Bog_N1,I_Bog_N2
FT0657,414.159304812716,414.159304812716,414.159304812716,997.446544990453,997.446544990453,997.446544990453,1,1,0,0,1,283162.620810396,0,0,0,2615.02314547675,0,0,0
FT0658,415.137592625895,415.137576941878,415.137608309912,1302.29586179899,1300.33220728032,1304.25951631767,2,1,0,1,1,1002541.82539376,49564.7752111269,33427.5745030367,54298.7226671121,154285.083760997,91731.231289062,63020.7160502207,65377.6136409433
FT0659,415.249277610647,415.249277610647,415.249277610647,2230.81279723048,2230.81279723048,2230.81279723048,1,0,1,0,1,2137.29203772099,167732.531712741,190889.226826325,101874.860770611,190308.052798317,160688.828306225,81825.256276477,86377.725554924
FT0660,415.849243961226,415.849243961226,415.849243961226,3082.52356118968,3082.52356118968,3082.52356118968,1,1,0,0,1,688903.501020649,531.243578799477,0,0,2729.06696253772,1730.49824987537,1007.50318755938,8153.42565307428
FT0661,416.208045263094,416.208045263094,416.208045263094,1941.05990856102,1941.05990856102,1941.05990856102,1,1,0,0,1,115007.421535158,0,0,0,0,0,8958.55131408969,0
FT0662,416.280020743049,416.280020743049,416.280020743049,2901.25492031583,2901.25492031583,2901.25492031583,1,1,0,0,1,534377.254868537,0,0,0,0,1208.13599856185,0,0
FT0663,417.082865056426,417.082865056426,417.082865056426,1402.29860860952,1402.29860860952,1402.29860860952,1,1,0,0,1,862130.633792113,125963.980775405,60106.3861316246,43259.0142257643,114824.647270611,77397.5747549993,104172.006515249,74245.4639730202
FT0664,417.223662798583,417.223657411796,417.22370813579,3109.89595712012,3109.73363897259,3111.33926058218,6,0,1,5,1,168236.032032737,160780.150057272,216895.668945316,202330.29619995,159972.3650759,166267.404829508,169201.279672851,169619.759288027
FT0665,417.213221214718,417.21319061563,417.21328594026,2122.63960347869,2110.33485096966,2135.31799891272,4,0,0,4,1,255331.013507505,252420.492898796,276970.398123221,293917.085382007,480828.916249593,482439.187918796,264160.358006639,250197.125278724
FT0666,417.264865302917,417.264865302917,417.264865302917,2004.74589888485,2004.74589888485,2004.74589888485,1,0,1,0,1,0,138194.216534599,152772.073564135,59863.8437771288,165579.760910248,156590.535154377,43069.6377203307,32109.1419315076
FT0667,417.228483384876,417.228483384876,417.228483384876,2641.61221284847,2641.61221284847,2641.61221284847,1,1,0,0,1,1354227.29955828,26316.6498460703,137799.076601815,84515.8738369634,64978.6178726782,110022.251442005,114152.100006054,125668.77555813
FT0668,417.322355994008,417.322339384867,417.322395932601,2515.3534438148,2513.09994610107,2554.55838355457,10,1,1,6,1,413051.492090399,302480.835676494,306589.794983724,774015.121933585,9840392.47428638,1975481.89669657,4718707.50759832,2326257.13656852
FT0669,417.763414565243,417.763414565243,417.763414565243,3144.26726463053,3144.26726463053,3144.26726463053,1,1,0,0,1,782006.994180969,0,0,0,0,0,0,0
FT0670,418.005639798106,418.005639798106,418.005639798106,95.9456949354635,95.9456949354635,95.9456949354635,1,1,0,0,1,961834.19736529,0,4129.63616372118,6584.82003587853,3618.45078681507,0,12485.181351963,9080.31138457299
FT0671,418.231849363415,418.231849363415,418.231849363415,2641.61221284847,2641.61221284847,2641.61221284847,1,1,0,0,1,332368.347381307,1620.26550971668,30660.1519400652,16871.6900317115,12191.05084363,24029.3949974966,21914.7749621935,24470.8365381821
FT0672,418.265432603514,418.265432603514,418.265432603514,3144.26726463053,3144.26726463053,3144.26726463053,1,1,0,0,1,396181.453180334,0,0,0,0,0,0,716.124342227497
FT0673,418.325734641937,418.325705828188,418.325769872001,2515.06141169701,2513.09994610107,2554.16398887936,6,0,0,5,1,119100.703594862,95973.559193362,78962.2967599146,183149.589881997,2518175.13127179,493531.702530608,1192737.50106026,565779.566006614
FT0674,418.934519803026,418.934519803026,418.934519803026,57.3617391114599,57.3617391114599,57.3617391114599,1,1,0,0,1,111016.285871641,0,0,0,0,0,0,0
FT0675,419.166436027683,419.166421518232,419.166443326828,1606.03256664963,1601.66890089906,1607.03529817144,3,0,1,2,1,114222.719989447,1068194.81335629,445736.042300324,285231.653381837,108213.429152343,165268.793055905,268400.329666692,208885.360211246
FT0676,419.160708325107,419.160708325107,419.160708325107,883.57113098796,883.57113098796,883.57113098796,1,1,0,0,1,261055.07410308,0,0,0,0,0,0,0
FT0677,419.120533303213,419.120533303213,419.120533303213,2328.3522530681,2328.3522530681,2328.3522530681,1,1,0,0,1,427160.858800606,0,1723.39315043721,0,0,2505.6937653513,2027.41464207392,4100.28033531416
FT0678,419.239309519918,419.239290917744,419.239339476134,3198.70580183905,3197.79863725847,3199.9643852575,6,0,0,6,1,139014.863753985,146999.107847851,246388.141179403,265255.390926109,336425.885263671,305262.310126378,313682.033744791,269182.638343747
FT0679,420.141399930213,420.141399930213,420.141399930213,855.57379990774,855.57379990774,855.57379990774,1,1,0,0,1,275859.624117646,1899.60330487227,38382.1192401246,5022.73724733392,5313.0467352035,4057.42972279985,9928.04563473739,8231.37049007053
FT0680,420.24270559944,420.24270559944,420.24270559944,2546.11897560641,2546.11897560641,2546.11897560641,1,1,0,0,1,916266.837246108,0,4970.69136459988,0,0,1534.1257234285,7191.52054301091,17149.0330722222
FT0681,421.070652688476,421.070407727593,421.071919076814,107.061055763525,82.4074284564035,111.25503139793,6,0,0,5,1,4206.14862330918,2931.40829881994,7252.76183710609,1212521.58536382,1066770.9370585,849014.056770516,1433760.15062223,1361428.70359447
FT0682,421.090698516067,421.090677535041,421.13667033986,1092.16641939906,1090.36165202078,1165.39781248248,4,1,1,1,1,1101559.17997768,446751.34768799,358188.575194232,208006.777166224,107249.618926961,155895.333671669,142326.970185959,83484.8348971467
FT0683,421.07548451007,421.075483902219,421.075485117921,889.739533350394,886.080220772702,893.398845928087,2,1,1,0,1,336517.98305713,686177.995121144,21160.3624479473,44449.7763505742,16857.4173187351,61789.0906133353,15208.6218535412,9550.72306080297
FT0684,421.136264297996,421.136228019888,421.136300576104,2136.82782161467,2112.83164192879,2160.82400130056,2,1,0,0,1,284244.147332033,0,364.7255153128,0,0,1909.01484364968,9830.93330272981,3121.70595607163
FT0685,421.161816154758,421.161816154758,421.161816154758,982.390584762098,982.390584762098,982.390584762098,1,1,0,0,1,610818.735555177,0,0,0,0,0,0,0
FT0686,421.226715369347,421.226706122829,421.259719864571,2889.72146765245,2887.22438344124,2900.497894763,5,1,0,4,1,189753.232780153,68262.5112681698,143864.883906488,175010.189047854,142961.554420495,123888.223372804,286301.864534511,320193.250908555
FT0687,421.246045052484,421.246045052484,421.246045052484,2546.11897560641,2546.11897560641,2546.11897560641,1,1,0,0,1,161439.067991211,0,0,0,0,0,1871.00323030981,0
FT0688,422.140049344004,422.140049344004,422.140049344004,1165.39781248248,1165.39781248248,1165.39781248248,1,1,0,0,1,177357.562581676,0,17870.2541045397,2528.3436330989,0,2949.84309132816,8822.74811004926,0
FT0689,423.114607848503,423.114593476636,423.114630729857,208.440102645436,155.438405602058,211.186641457023,7,0,0,6,1,241262.731073636,100214.942789972,988055.253480176,1482884.50292402,1438819.35853533,1081513.28016418,2251466.62047574,2479082.402386
FT0690,423.114592919075,423.114588694448,423.114617136563,764.258101569023,761.681759074848,766.780271315782,6,0,0,6,1,148138.241301678,0,292079.220184536,499623.427959691,335618.972735576,340998.413955468,639097.74032432,687076.929728574
FT0691,423.129890207136,423.129890207136,423.129890207136,1029.56425207809,1029.56425207809,1029.56425207809,1,0,1,0,1,56385.418762787,84926.1017812482,80651.4624673151,82609.1264109543,123129.835078258,111920.77365315,95280.2825806503,95679.4228008639
FT0692,423.187406714269,423.187387279086,423.187417686664,1400.06529112489,1396.8771121877,1406.83284943334,4,1,0,3,1,3657599.39979375,169101.10099129,368913.764826165,121060.305061849,383449.035612512,549357.65222168,306123.672409166,290347.944883702
FT0693,423.275376181537,423.275362042721,423.275390320354,2954.2834060312,2943.66481228406,2964.90199977835,2,1,0,0,1,2859203.8650358,19481.1812845069,30041.9867132813,22394.2865433449,10450.8521982775,24440.5664263725,10537.9858331199,28569.9670778487
FT0694,423.177524076408,423.177524076408,423.177524076408,1766.76924535777,1766.76924535777,1766.76924535777,1,1,0,0,1,143266.438920455,1657.10681307315,2630.36674100387,2445.93320858558,11116.2112519845,37854.8112594238,36044.2004429228,20312.30036108
FT0695,423.384579441913,423.309315030941,423.384608477639,3121.62073603428,3100.28652073848,3121.86817767324,4,0,0,3,1,1984.4938395315,5975.36449666945,161888.006148437,144271.580275127,128670.673630373,158303.896215009,141621.090619326,96413.8970390612
FT0696,424.084012257138,424.08399555576,424.084020997507,1002.12263255158,999.114045555833,1002.55100664049,3,1,0,2,1,372544.64863995,89249.6014375425,254292.134967774,180337.779203104,146399.282577982,158376.881903548,122411.735405249,120287.10771582
FT0697,424.197907089745,424.197883942515,424.197942694444,1300.74470690114,1297.26224615269,1301.30182360791,4,1,1,2,1,5029043.49196882,274707.241196855,226378.302843864,238231.046427699,85503.6395022657,222760.052310221,267807.162479863,121117.83221289
FT0698,424.281179096212,424.278761638176,424.283596554248,2944.24693483418,2923.59186989002,2964.90199977835,2,1,0,0,1,718751.472843626,8606.84539736806,0,0,0,0,0,0
FT0699,424.193907640236,424.193907640236,424.193907640236,1394.49503930501,1394.49503930501,1394.49503930501,1,1,0,0,1,900160.81377865,9242.95260964267,53937.5534774228,36234.2329390084,60014.2953710844,98354.333954767,27848.1323622208,45078.5878757852
FT0700,424.898195231956,424.898195231956,424.898195231956,66.1488548941845,66.1488548941845,66.1488548941845,1,1,0,0,1,220910.502200619,0,33368.9576610668,16500.0063209428,0,0,14892.5372301923,13559.1419739685
FT0701,425.072748357236,425.072731276185,425.07275687484,286.119424529827,279.207314709283,332.782579825171,5,0,1,2,1,124224.012716417,1948958.8797583,1268420.02786125,1134237.1686969,1628451.71844153,1103194.19290307,1152440.50533125,1236833.36866689
FT0702,425.051624839739,425.051622495311,425.051627184167,1252.52756413508,1251.32470700846,1253.7304212617,2,0,1,1,1,4041.03761878342,522872.967717983,274772.915623372,165322.55085612,199045.887583305,263829.771532438,82879.3346570576,117373.399479047
FT0703,425.142741723827,425.142741723827,425.142741723827,1153.85406293706,1153.85406293706,1153.85406293706,1,1,0,0,1,463656.392495991,3471.74216267472,7529.16838653725,3794.51740562729,3075.29621392667,21830.3143944915,2995.20053363988,0
FT0704,425.2158947477,425.215869961045,425.215930885818,1858.64722817396,1856.93023214509,1861.31641757026,4,0,1,3,1,54421.0082832199,252333.155063698,198545.62842475,66630.6874488527,63461.8544483121,80797.8770761966,123846.536275228,150513.306850588
FT0705,425.19481080214,425.194765378865,425.254719617764,2152.59909062062,2107.09400811509,2186.67490065995,4,1,0,0,1,2276828.64010716,17634.382984347,104805.957683934,35284.8210039255,19407.450624611,65575.4908305312,104479.919208504,100628.470939569
FT0706,425.291131753863,425.291131753863,425.291131753863,3020.81523637444,3020.81523637444,3020.81523637444,1,1,0,0,1,308582.309371947,1413.76963642761,12897.9221121067,5090.33075625359,4988.23393197599,9932.41816370791,4370.66888865751,13636.5299749456
FT0707,425.204366684872,425.204366684872,425.204366684872,1026.08154213542,1026.08154213542,1026.08154213542,1,1,0,0,1,637047.269282224,0,5022.65517989687,2898.94369542129,0,0,0,3249.90892809822
FT0708,426.213470986158,426.213470986158,426.213470986158,1341.69110389128,1341.69110389128,1341.69110389128,1,1,0,0,1,493159.734073081,29471.133388196,19902.9686502057,14737.2203264236,0,10312.2232674282,23982.8779925748,9404.67225993161
FT0709,426.189965405682,426.189965405682,426.189965405682,1268.89399808535,1268.89399808535,1268.89399808535,1,1,0,0,1,265729.335849608,125688.759894476,57184.1578699107,99556.4661438558,72578.4141753421,99710.2788557933,17145.2455247769,44362.2460036008
FT0710,426.560994365557,426.560994365557,426.560994365557,681.467015889674,681.467015889674,681.467015889674,1,1,0,0,1,459511.681591016,17616.8605196545,71555.5576900385,69641.0712337518,22087.530683812,31051.116218722,15530.424779548,22342.1889526317
FT0711,426.793899815038,426.793899815038,426.793899815038,64.872470984916,64.872470984916,64.872470984916,1,1,0,0,1,122596.469725,0,86090.6819588452,60321.9467612314,34277.3658252379,17245.5715315559,8763.23430121739,34683.8122261218
FT0712,427.067198758376,427.067198758376,427.067198758376,1213.42626218193,1213.42626218193,1213.42626218193,1,1,0,0,1,373642.640238134,96580.1668838354,108656.357129191,90719.7151550004,76141.6976813034,63166.4696406484,77211.0084377953,87032.8518095057
FT0713,427.056118374472,427.056118374472,427.056118374472,681.467015889674,681.467015889674,681.467015889674,1,1,0,0,1,773659.013584799,19530.6618082728,91734.1233843243,77023.477773094,18123.2906814271,34877.8044624878,28294.1384241519,18491.8067176424
FT0714,427.176455719227,427.176441892144,427.176491063219,2728.78982946713,2727.67593191141,2729.89726487289,4,0,0,4,1,0,175712.633826097,217583.295986326,82134.1256746784,204062.738749186,119594.015405328,226006.935158201,421478.478157301
FT0715,427.2315105024,427.231499133891,427.231531699052,1709.17108905224,1704.61244759971,1710.92891471278,3,0,1,2,1,0,405539.04852805,393043.136566162,168277.362878418,90826.4453183589,79635.700967025,63419.5920668501,89330.2559120109
FT0716,427.176882889968,427.143233785335,427.2105319946,2231.899457466,2230.34954493266,2233.44936999934,2,1,0,1,1,729709.934548343,1784.38844092361,0,201226.502900387,690.206556243039,10759.8122453046,4027.59543878092,5130.29829982128
FT0717,427.182981799637,427.182325051231,427.183638548044,1129.31209314183,1102.45692508021,1156.16726120345,2,1,0,0,1,915732.366109835,0,0,0,0,0,0,6303.65918343985
FT0718,427.222209064177,427.210485412085,427.233932716268,2404.1381109888,2377.68915260011,2430.58706937749,2,1,0,1,1,986104.205403058,0,0,0,0,948.620261183618,150930.51872152,0
FT0719,427.197575019449,427.197575019449,427.197575019449,1250.26716785156,1250.26716785156,1250.26716785156,1,1,0,0,1,746615.525482954,24891.3901142919,19390.3212195899,0,0,60539.535836391,3478.62822251657,12580.9046560653
FT0720,427.634295875627,427.634229563305,427.634361703371,235.33501144774,233.939079970175,236.245298915431,3,0,0,3,1,0,1217.08502080946,0,2695.38395233542,535654.374287122,5519.05777517221,560188.859271628,677945.168137166
FT0721,428.114017477638,428.114016155044,428.114018800231,1604.95791779333,1602.88053741523,1607.03529817144,2,0,1,1,1,48188.6930106866,458457.956189685,237078.905207518,180531.420262109,124703.838869566,95204.5918494739,144408.295916996,157503.389337615
FT0722,428.200948628101,428.200948628101,428.200948628101,1248.9521467826,1248.9521467826,1248.9521467826,1,1,0,0,1,161822.17367513,0,0,0,0,0,0,0
FT0723,428.856302169379,428.851614507294,428.856315267309,67.3491315307419,66.1488548941845,68.6119296101901,3,1,0,2,1,1350802.12445179,0,173544.486787899,141486.906193034,79445.4600816324,121516.528261306,112045.050462158,117855.775814973
FT0724,429.104072293664,429.104064798543,429.104080376873,984.251000521366,983.254435038056,988.186138134055,3,1,1,1,1,993622.997736538,1316681.15300762,87513.5835588534,219347.309946545,107974.057216797,292545.353898492,267929.5484375,293100.765453603
FT0725,429.121934718775,429.121894602593,429.213144487559,1605.79721015297,1602.88053741523,1662.38169671281,6,1,1,4,1,255037.642189452,1610352.33103459,809062.461621087,544722.852360102,418115.772702823,693981.66452776,502440.674001497,416979.022423826
FT0726,429.249599905095,429.249599905095,429.249599905095,2521.1823466056,2521.1823466056,2521.1823466056,1,1,0,0,1,324040.702347878,46256.5815670636,120800.518108909,103932.659291661,63792.5789765797,116153.425210936,102957.605070014,102626.954950585
FT0727,429.178088520998,429.178088520998,429.178088520998,1267.39725842817,1267.39725842817,1267.39725842817,1,1,0,0,1,204340.002008789,2819.16102404146,6733.66865059476,2247.36441895092,1066.25799168604,3467.85313792174,0,3492.01646192541
FT0728,429.322375153339,429.322375153339,429.322375153339,3130.98967533102,3130.98967533102,3130.98967533102,1,1,0,0,1,1194525.03805542,2569.88183926678,30925.2449299489,16542.6017868918,5016.15777071797,16812.6683078293,13534.501958636,20813.1720794991
FT0729,430.122820299134,430.088731077448,430.15690952082,102.519157419799,99.5182288608789,105.520085978719,2,1,0,1,1,281329.520724587,2767.71482230326,0,2380.20216347985,0,315663.242514284,0,2591.91185252769
FT0730,430.107439208418,430.107439208418,430.107439208418,983.254435038056,983.254435038056,983.254435038056,1,0,1,0,1,115191.918053669,207830.281005664,0,7296.52462708239,3853.71562182566,16247.386779072,45303.4978554082,29230.8187644906
FT0731,430.325628245405,430.325628245405,430.325628245405,3130.98967533102,3130.98967533102,3130.98967533102,1,1,0,0,1,164420.356634521,0,1366.8942300498,979.333325622221,0,0,0,0
FT0732,431.098505662545,431.098484734676,431.098509714946,1426.35755578802,1419.8955736141,1428.1532219073,3,1,0,1,1,959936.576416014,90081.836707464,92545.6395619222,55697.5901930538,85683.2867770131,96934.1373710208,218497.638806154,163269.22159256
FT0733,431.140723342018,431.104431214124,431.140791189236,113.217235545996,105.556834578964,114.706886679883,3,0,1,1,1,36199.2306263444,318589.895807564,160012.66966199,360766.583896329,221399.902633286,1169943.37337446,194770.176939439,151204.468472236
FT0734,431.156061950176,431.065545655028,431.156064717886,945.930002438402,902.306796813099,1006.88222042569,3,1,0,1,1,85220.6555876109,31817.9119989399,1922.70254278144,4230.2225399868,6644.44532883157,8893247.77783203,2915.56858381724,9539.43415973006
FT0735,431.228910362231,431.171364809404,431.2289870128,2220.1579904195,2191.47754245768,2240.33837729754,13,1,1,6,1,639385.937162714,318189.764511718,540471.92096413,582360.629372375,804876.204087345,1099814.69838116,395264.086542971,520652.958819984
FT0736,431.265295781713,431.265269551837,431.265332686957,2058.35269493613,2056.68684491228,2059.8503024679,7,1,1,5,1,510245.973215891,153616.662293529,231230.493789675,119388.90588274,298089.79035937,228715.806445311,188791.001773682,251983.349185657
FT0737,431.192473963146,431.192454652323,431.192483608058,1104.78651491644,1103.77203697556,1105.8393948804,3,1,1,1,1,2738120.57159547,409765.703560966,34623.3518125366,26790.1325245585,30631.1703983978,236443.589755485,123228.806439427,65379.0241472426
FT0738,431.19250460635,431.19250460635,431.19250460635,1824.41875336253,1824.41875336253,1824.41875336253,1,1,0,0,1,925873.685313716,109977.13958334,133889.315632596,102287.193519767,142448.122847541,134524.8170429,123654.944506197,126108.404643675
FT0739,431.338010841922,431.337987535801,431.338111180685,2590.24271642985,2589.21740588807,2617.45584029859,6,0,0,5,1,162988.835964238,51092.8280012407,64794.9324702941,146811.052838134,2463565.98128305,520352.590704253,1212046.69569989,540346.630126946
FT0740,431.624992659292,431.624992659292,431.624992659292,136.217679056572,136.217679056572,136.217679056572,1,1,0,0,1,581575.639409011,0,2352.69255636051,1542.53401736954,0,0,2743.65422756671,1851.4643365508
FT0741,432.195774678364,432.195774678364,432.195774678364,1105.8393948804,1105.8393948804,1105.8393948804,1,1,0,0,1,513057.393111982,71424.7812837761,0,0,0,26474.2312767966,2615.89453749298,2495.82802483151
FT0742,433.151594039916,433.151579709299,433.15162753823,2461.87632269358,2451.54466109817,2466.3699724046,6,1,0,3,1,1465417.19861957,0,143454.671984419,153465.921240316,360844.028020605,525800.917923077,403761.106392642,301401.44939502
FT0743,433.138703722439,433.138703722439,433.138703722439,1013.13979435476,1013.13979435476,1013.13979435476,1,1,0,0,1,140991.255371094,0,0,2128.84481809613,0,0,0,0
FT0744,433.114220953243,433.114149921086,433.208144929546,1156.16726120345,1126.11187098588,1208.38336094656,3,1,0,1,1,1393192.89023438,150372.174685255,144556.954011907,171783.628806626,187122.343061903,889338.866697916,173067.169056147,183623.816682519
FT0745,433.259839189112,433.259839189112,433.259839189112,2901.25492031583,2901.25492031583,2901.25492031583,1,1,0,0,1,244796.540424659,5381.07430254319,1470.15724914848,0,5710.13432626089,2341.34650038551,2980.01751568592,0
FT0746,435.136632837882,435.135251180726,435.140453844112,1605.56185365632,1602.88053741523,1607.03529817144,3,1,1,1,1,320149.924081053,560906.052117922,386333.346011506,195075.678030857,128116.992984927,117648.849762315,154047.08511822,197371.85543273
FT0747,435.129863188722,435.129863188722,435.129863188722,791.762177247611,791.762177247611,791.762177247611,1,1,0,0,1,236248.877400878,34886.3914529471,41371.1598791338,47478.4055342308,43124.0218412267,40365.778166767,40976.8657194153,45060.670054748
FT0748,435.223818689611,435.223818689611,435.223818689611,1352.23561033146,1352.23561033146,1352.23561033146,1,1,0,0,1,1703501.57510569,19685.8193579604,17387.1039253782,2666.07503948078,7290.14142712663,4586.00605644522,0,20958.5310140321
FT0749,435.213955168603,435.213955168603,435.213955168603,919.009401778262,919.009401778262,919.009401778262,1,1,0,0,1,92498.7838541667,30911.9759775083,29973.9389156413,2824.13539926716,7099.27949511454,19512.2585136232,13581.6217872865,10372.1229950918
FT0750,436.227080560315,436.227080560315,436.227080560315,1353.57841796862,1353.57841796862,1353.57841796862,1,1,0,0,1,155462.873279159,0,0,0,0,0,2539.82090684903,0
FT0751,436.221957327858,436.221957327858,436.221957327858,1067.31653036054,1067.31653036054,1067.31653036054,1,1,0,0,1,337481.068665865,0,21917.7009611135,4200.65954145744,0,19594.3487939969,7576.52109853653,9103.57200959529
FT0752,436.639374100103,436.639315492481,436.639432707725,138.078679361287,136.217679056572,139.939679666003,2,1,0,1,1,791213.071118555,0,2016.37139566991,6035.48409593063,3373.84170315241,377060.875020877,5086.53699059125,17274.0564507529
FT0753,437.086900463278,437.086859532998,437.086920843635,1060.0616950288,1056.73994168404,1063.63469766446,6,0,1,5,1,100548.372659553,165877.08362325,140550.950887043,358120.182103056,238645.348004149,230181.813928495,171683.787960936,129284.33549479
FT0754,437.093782496298,437.093782496298,437.093782496298,121.383046491437,121.383046491437,121.383046491437,1,0,1,0,1,8253.60596371923,425904.799751099,117289.322458558,156072.696676131,196508.939665218,94209.2812786864,136492.247027131,138859.786128834
FT0755,438.293203381466,438.293203381466,438.293203381466,2892.77672943999,2892.77672943999,2892.77672943999,1,1,0,0,1,353930.845292157,0,0,0,0,0,469.650414809624,660.097662710113
FT0756,438.253266333223,438.253266333223,438.253266333223,1939.6031743371,1939.6031743371,1939.6031743371,1,1,0,0,1,4435888.80476951,0,2799.17359715234,2894.38852241654,0,1830.0807534802,19163.9371025645,60598.0522093313
FT0757,438.299163950217,438.299163950217,438.299163950217,3005.99726021899,3005.99726021899,3005.99726021899,1,1,0,0,1,1677749.25623512,17382.334506508,44393.1313253744,34387.8080628855,12173.3785744295,27905.5945633106,14182.7395154227,22307.5245577792
FT0758,439.08128818779,439.080963828478,439.158453931019,100.533424081907,64.872470984916,171.50992331371,16,1,1,6,1,5189157.4710952,10049187.7017055,9124051.01488575,12686237.7212736,3765729.31377999,32894284.8689706,2747038.11651653,2166260.73496817
FT0759,439.245344370038,439.233979128226,439.25670961185,1946.13625040725,1939.6031743371,1952.6693264774,2,1,0,0,1,929679.669272462,0,0,0,0,0,2705.64210757183,4906.35133435083
FT0760,439.302545661383,439.302545661383,439.302545661383,3008.99323158729,3008.99323158729,3008.99323158729,1,1,0,0,1,297373.799999996,593.023711708271,4511.72941810587,1919.23206309591,2997.51277760627,1287.21680187155,6509.02896428889,4638.43726133485
FT0761,440.089430915321,440.084658601732,440.08949288106,100.898979861705,99.9020678851905,105.556834578964,5,1,1,3,1,397395.443251758,554823.487520436,637841.676372791,1350212.5875082,363149.571400082,4314794.81018033,239722.81895975,175395.473632653
FT0762,440.169344051589,440.169344051589,440.169344051589,1800.3122946995,1800.3122946995,1800.3122946995,1,1,0,0,1,226165.017375001,11977.5109275935,0,0,71968.6733999148,43914.4964863421,0,0
FT0763,440.237278546828,440.237278546828,440.237278546828,1953.77363090709,1953.77363090709,1953.77363090709,1,1,0,0,1,100808.89847168,6759.54652011252,6645.59573427295,9583.10686926022,17684.6730264473,8040.01905441735,0,0
FT0764,440.240430001091,440.240430001091,440.240430001091,802.988410861953,802.988410861953,802.988410861953,1,1,0,0,1,156646.746317383,0,0,0,0,0,0,0
FT0765,440.20571566886,440.20571566886,440.20571566886,1779.28900962774,1779.28900962774,1779.28900962774,1,1,0,0,1,147716.820922156,8776.75758995233,0,3293.06513561062,24095.3682076637,15190.6325449685,0,0
FT0766,441.082932771968,441.082932771968,441.082932771968,1555.33476685256,1555.33476685256,1555.33476685256,1,1,0,0,1,410797.111188616,41728.6571435778,93098.481125433,83088.1404505661,68138.885004506,58170.7652204698,85135.0341856395,67223.9185573196
FT0767,441.082947049288,441.082947049288,441.082947049288,1657.26322665112,1657.26322665112,1657.26322665112,1,1,0,0,1,1143008.15129813,37615.2864757918,63024.8404524579,47132.8997298478,55289.0264040614,16197.7771251411,67722.7066687099,43399.688242807
FT0768,441.082921141995,441.082921141995,441.082921141995,1443.14225168946,1443.14225168946,1443.14225168946,1,1,0,0,1,4595259.9997925,105009.451723557,189085.881854349,147680.309263587,154780.094503621,189630.878789825,271693.145749928,208675.582093503
FT0769,441.252982116856,441.252961249153,441.25302574968,2838.52071324667,2836.85109883977,2838.91259900781,7,1,0,6,1,272487.240634592,105794.602851615,329616.300709511,180459.320185549,216957.796795187,214364.884779785,323309.838903618,1080502.36072972
FT0770,441.197878849865,441.19786886816,441.197913108242,1220.61854588265,1183.37096932399,1223.755657577,4,1,0,2,1,498699.8979988,83669.6251412964,68629.2705213869,31794.6128316767,27007.1031951911,6403.89347663531,217861.309559985,185134.718364258
FT0771,441.337650918454,441.337650918454,441.337650918454,3180.01012122281,3180.01012122281,3180.01012122281,1,1,0,0,1,471122.228295897,8890.17615008607,51993.7226111851,24851.3125699317,66039.304614258,51837.6830345195,15628.2082540497,38524.7236118876
FT0772,442.086213854835,442.086213854835,442.086213854835,1657.26322665112,1657.26322665112,1657.26322665112,1,1,0,0,1,222979.279661457,0,3815.57975695159,0,0,0,0,0
FT0773,442.086203972112,442.086203972112,442.086203972112,1443.14225168946,1443.14225168946,1443.14225168946,1,1,0,0,1,1098850.26116455,2724.12237151839,5388.13955551229,7987.54276384676,0,18742.9606284099,11461.0680360708,21548.8805964824
FT0774,442.763962708379,442.763962708379,442.763962708379,64.872470984916,64.872470984916,64.872470984916,1,1,0,0,1,460172.781233113,3185.09864360746,5989.54991457,12649.6158365751,0,0,4837.00732736047,7711.017568198
FT0775,443.096816668339,443.062195404278,443.098587674191,1090.90180816807,1085.91431660722,1091.77970194718,9,1,1,6,1,63684316.6577914,26369654.699433,32389459.5400038,22207707.6162522,16951962.1228767,19149663.7968548,20518843.2721405,18319849.1100951
FT0776,443.168981894377,443.159509149392,443.16900169174,1764.39969702473,1759.655574522,1791.39721785659,3,1,0,1,1,1469068.14066145,116118.081736944,100627.696939555,89886.1278777291,291664.493543589,243251.834962564,49751.151981193,70191.5461353057
FT0777,443.228887772336,443.228861038017,443.228933652947,2203.05619612769,2159.35925735095,2241.37941930903,3,1,0,0,1,2901308.59656853,96181.7601250804,241175.800099965,175811.508597691,128632.172134347,230308.4742862,277739.485368781,239768.596738548
FT0778,443.177258104105,443.177253439102,443.192510318125,827.745617113599,770.519494754728,887.308903214637,3,1,0,1,1,600333.657213673,0,0,0,0,338614.00892735,0,0
FT0779,443.338045173682,443.338029457013,443.338101195096,3022.88993410371,3021.61988613872,3023.86936450815,4,0,0,4,1,108315.118948925,99204.2183106533,135539.416570346,176030.446582028,154768.639689125,262817.080769043,138796.925468597,247496.993118286
FT0780,443.301662349401,443.301662349401,443.301662349401,2812.39225567047,2812.39225567047,2812.39225567047,1,1,0,0,1,173219.678367202,4354.72484757065,24957.0926705287,19708.0385636901,4788.02991805754,12311.9949995555,17030.5652714587,24330.7017833812
FT0781,444.101928555132,444.101910595672,444.102595829192,1090.80973376715,1089.44191714182,1091.77970194718,8,1,1,6,1,15764717.346023,5975759.54985122,7813409.3543542,5332600.33603573,3937832.5800558,4489523.72656808,4755805.41873048,4306265.99269793
