"","BNC","Bog_T0","III_Bog_N1","III_Bog_N2","II_Bog_N1","II_Bog_N2","I_Bog_N1","I_Bog_N2"
"FT0557",2170237.59510968,350039.632617724,662187.744122597,420730.039724044,434534.326956881,673577.655604771,441920.556742794,691363.594732869
"FT0558",1425201.57813387,0,0,0,126036.621961806,6029327.61656253,88885.9871859744,0
"FT0559",510331.207322752,0,0,0,0,219227.74908864,0,0
"FT0560",223696.889332792,216426.319878291,386019.273586393,403287.322220121,459999.010930608,316607.142148439,756579.281635561,623962.184254295
"FT0561",438227.223614913,70374.7631789331,141480.599222055,74897.2773473453,86712.30158747,143627.582751269,100216.043087967,104915.015609556
"FT0562",712614.165217521,2835480.2537375,805391.203081321,2678826.17463587,1766682.3599623,8265488.04257153,772503.341505822,596276.644776063
"FT0563",120347.218073978,518831.515224159,181897.682165674,386500.726614816,209888.777582256,1072569.70857817,96697.8294685702,84403.0399685027
"FT0564",97146.5967773439,0,12991.7314451246,0,2200.48797509458,0,5162.36487715029,21760.2647343413
"FT0565",559642.999985358,3183.7472401554,35618.4435453685,23698.6570131775,5862.01065110281,45768.3513460205,49714.5071287698,48977.7927156318
"FT0566",746510.234329178,279086.628357873,450372.683448837,316896.017533368,298406.72206063,285977.802745832,254833.466781843,353707.828967287
"FT0567",577365.832580502,0,38765.995532203,20622.6953945666,2718.21687678986,17781.5673892564,36570.2879973575,15541.0518363062
"FT0568",289919.14969367,0,13386.9769729422,4785.92904730415,1990.60608804244,2537.42853779324,3018.30165213952,12582.9890145706
"FT0569",1127186.21364833,37119.9067154495,0,9182.29250488765,144543.390172607,1980937.1486306,12170.4070772038,2300.93936147703
"FT0570",258959.199673199,0,9026.30691769553,0,2880.79563259501,0,8046.47030123752,34067.0475801005
"FT0571",72666.7358423725,100755.623084214,95288.6009791431,114422.627772516,934092.173072025,190185.882646367,447222.37729868,190166.827827147
"FT0572",1584082.54488133,45943.0402147223,29803.9001136736,21278.591741213,0,12210.9777152471,83794.6211513035,131774.285257056
"FT0573",311093.705433755,4561.70924035133,14011.8683633441,10151.5334722165,5335.61750899471,12701.4487296632,7017.48316873402,11423.0405197804
"FT0574",246988.856333096,10454.8141944856,0,0,0,0,0,4535.11404873271
"FT0575",342992.751164971,0,0,0,0,7184.47301984128,13932.3425256045,0
"FT0576",1681420.50545385,1860.79987884972,0,0,0,3306.49661533716,52409.1507536425,57894.9507320279
"FT0577",649796.317868646,0,4600.06806973346,0,0,3305.99182881328,73514.5483106332,147880.606689151
"FT0578",597925.203903464,215440.813421651,234843.738481746,144197.078118832,141645.750689143,223285.434459436,202395.273494905,183624.880758492
"FT0579",83908.6640824223,8209.60806356983,1649.34061056646,0,0,7504.40721235918,15814.1136122607,15400.5172617151
"FT0580",222826.218802762,0,0,0,0,0,39960.8468321832,45455.2060340982
"FT0581",3745207.66455358,45279.2530468062,94858.2283892549,85525.5656040521,25982.70558912,56705.4860917825,126952.80516061,126266.16095262
"FT0582",135778.128105471,0,0,0,0,0,0,0
"FT0583",623814.988051384,0,0,3728.30592837078,0,3557.22836892777,54628.6995659085,95962.188730937
"FT0584",280883.366835677,0,1424.72314962378,0,0,6448.92500051733,0,0
"FT0585",848990.617617176,116877.150837921,139456.262381772,122553.026137609,221096.125563094,173851.895611458,144471.659186749,124775.258463645
"FT0586",2838313.11508331,0,0,0,1947.63397082324,6271.8367870784,0,0
"FT0587",921804.487880208,66832.4264199639,41254.6588843803,55539.3116824204,122256.602900599,89731.6798867201,57873.2822852813,56454.7840347401
"FT0588",411444.293862312,0,0,0,0,1600.27437939526,0,0
"FT0589",199807.541841431,764.62750639705,0,0,9661.17000723766,11516.2840759338,0,0
"FT0590",670448.31654687,13445.4832024438,7249.10127587695,1262.21580573338,66599.9797818726,32835.534512576,33438.5889748197,34890.4719082049
"FT0591",71501.0936758148,0,1532897.66602213,2348362.63146349,941132.21585506,586554.785093711,21683.9657818545,19274.8463152873
"FT0592",457187.139647949,0,34692.3205025349,5915.73007035496,11694.1939479001,39063.7584977963,8143.94150535533,3954.30320922974
"FT0593",856176.172514314,4098.06056284352,15740.5229822417,3985.77547224601,35511.8158640251,40280.1605958877,10640.8218437526,14483.3795982517
"FT0594",376963.946516689,0,0,0,0,0,0,0
"FT0595",166580.189453125,518133.501306646,696613.738709176,545620.472646973,261854.698271497,315111.726610029,786689.671155109,540135.410129964
"FT0596",510547.254356971,31999.3284896717,98824.4653076,68416.0838889838,48518.3749178565,58305.4220514936,54071.9858344855,60794.164248101
"FT0597",144130.525666504,5131.59883439254,1001.14976487527,1035.34878605406,775.648175613619,1338.16496424504,3060.84180811548,948.771733054477
"FT0598",7281051.44284051,0,21965.2735712214,0,0,1367.72885166558,582.992262552952,2830.39673184149
"FT0599",3049569.01022327,0,0,0,1078.92482107182,1269.23756929249,0,0
"FT0600",598549.785329167,78654.8651458188,94879.8764849786,54159.3397606626,38700.6148570682,29279.0502996831,193411.0145117,127672.408779663
"FT0601",1821652.99571377,96296.0329146182,82921.4720190622,84080.104889119,112491.892833732,87022.4331493803,68876.0891618579,73600.5809891628
"FT0602",269839.318505858,86243.9568032584,317911.018473306,189094.670993652,203825.059020328,224910.786394984,294376.531033834,1048268.69860317
"FT0603",563931.95099392,2035014.13922662,1248587.08985156,792315.986119763,596052.781394229,458068.191239104,773724.548121097,782235.591419285
"FT0604",57370.5004697657,641767.45408831,579353.128098138,578224.702634978,452164.205456545,377365.247174263,1082658.01190355,525116.313652047
"FT0605",749531.268268779,435382.771141178,913298.371673584,508218.352906562,243161.734613141,535696.662874525,684242.143707798,1913211.62995387
"FT0606",2606464.01828616,44579.3240244436,206076.958905163,133631.500747988,70691.5480365619,114809.405116761,164100.103081596,225369.619134995
"FT0607",3508213.71059224,58312.0353193326,281102.115893573,147417.114925692,94163.204688181,112227.684808338,200960.004820964,264947.111595105
"FT0608",248985.555286459,5738.46278361967,1701.29204349619,3390.60649277324,0,7794.88982900377,0,0
"FT0609",853184.101543324,6675.8178109017,62211.5605477251,32785.0247294194,14720.1963920697,16786.5117229222,51608.3584384886,48960.0964256422
"FT0610",611763.282727057,5929.96742042536,63599.6709610946,19668.5604457745,13111.8381383038,21617.621494861,42210.7173923544,54762.639656721
"FT0611",468496.132352863,0,0,0,0,0,0,4868.75767551346
"FT0612",390418.69371875,0,0,0,0,5963.75723998368,39588.0401238699,56928.0015060099
"FT0613",1028669.90719137,206105.20215021,211996.421455081,321389.461829365,189687.065328196,141320.440878193,378637.89302734,133480.648542603
"FT0614",291030.485225689,3476.64192446417,2279.27874905977,0,0,0,4349.02457906533,4041.13514755568
"FT0615",293852.822905273,35895.5224320777,190357.156736615,342662.500566177,81132.7430986901,136704.323384093,163471.630937556,167194.735588155
"FT0616",176802.212569247,0,0,0,0,0,0,0
"FT0617",703099.414392566,0,0,0,0,0,5458.96731602104,0
"FT0618",179330.484777589,0,0,0,0,0,5891.91649852816,6398.0363634923
"FT0619",110508.358778753,14254.2412213142,18400.3638603089,0,7040.67243662071,6087.40405145625,19377.4061599188,13040.7152320408
"FT0620",181773.527339173,0,1074.22604603715,664.94423900714,107435.998779297,0,0,0
"FT0621",112036.201657409,139762.061488561,118747.237549441,245838.89721863,2461844.55059568,589024.742315668,1326548.48510742,664667.276932086
"FT0622",522386.952037859,4155.61515058874,0,0,3500.25800675249,0,0,3904.60626524054
"FT0623",209724.945048523,19638.5987227046,36502.2519339642,38239.505161368,15461.0582647597,4949.20522783088,29353.6693550836,9016.83456418275
"FT0624",1165368.3290918,269496.29537606,221834.99022722,135515.917084337,201234.041143065,224781.465283813,169415.453802927,154488.397075197
"FT0625",464915.237830529,7110.03751564587,29549.114507166,31834.9618155794,16313.8316118497,20062.3649494627,27730.0033665273,25654.0729059105
"FT0626",151092.327120117,0,0,0,0,0,2155.23896775903,0
"FT0627",399129.577963867,0,1572.65042122352,0,3458.67424515289,0,6411.1454690204,8257.61329296644
"FT0628",1565571.78761792,0,405689.213671878,523260.306182861,479811.129076021,443882.646511231,974571.540814823,1277377.01047917
"FT0629",1221097.92743029,76757.0279355227,90888.1787960167,70871.5059553903,70432.4047723844,803909.66643869,202798.396685638,235623.16851965
"FT0630",784142.044032117,26523.615500785,7754.48109356327,0,0,2853.36996393292,37114.0454964409,67665.911709941
"FT0631",2382692.73213081,0,0,2161.48025291326,0,0,133592.166368407,322654.040214845
"FT0632",450368.314652539,0,4365.78856253882,0,0,8039.86502387946,8866.88214560213,2479.52868269362
"FT0633",1107182.96895676,7288.0462815293,17416.9978583201,11088.7301741903,577.110908689224,0,12272.610848769,31921.4027187921
"FT0634",7749842.888166,14912.0919572138,7422.73807708354,26229.7849194847,0,7294.46098014734,61232.8131569656,191211.878184959
"FT0635",488874.347274781,939.251487713511,1002789.25290617,1064159.32741457,525719.615499371,4649.8204218233,995904.931764672,1094631.85131762
"FT0636",0,11272.982568177,155127.23128256,205265.23844993,236990.480075684,175149.827433712,345770.778305283,257532.194512874
"FT0637",115224.838111682,48296.0120360802,81928.2340144105,51014.0284423341,65117.0030821183,57682.1442373164,51680.8047163396,89963.4067146857
"FT0638",1751860.18789453,0,2353.42006426956,820.93696293866,0,0,5637.13340593765,38040.9533177041
"FT0639",387000.479770508,2093.22458645882,16719.2996699769,9333.62895374458,1466.48902115853,5933.10542917676,1452.08685116354,8639.21731971228
"FT0640",158856.276602784,0,0,0,0,0,0,0
"FT0641",561218.199851077,4619.78853158195,48015.9808750539,6414.42995904383,19052.7449591104,45891.419676443,55458.4481257052,79630.671477022
"FT0642",5226067.99688735,669.586094303326,1172.97731265688,1179.492563899,0,0,0,474.608621489391
"FT0643",4969.84185598846,245644.610182617,7949.86414013889,35169.4119179055,23598.8968485296,36498.3566209614,41557.3711339368,3636.08037768948
"FT0644",360447.831562502,0,0,0,0,0,0,4754.56818183875
"FT0645",1623162.432129,3891.72908811106,0,0,0,0,711.49828593678,15477.1709070647
"FT0646",402913.245781256,0,2134.62303313225,0,0,4836.20955616732,0,968.669830261011
"FT0647",772973.877964543,19695.0892540811,40761.4490587354,11332.6884181887,0,10145.2549468542,2347.40496579173,4617.1062712765
"FT0648",422185.407078683,0,0,0,0,1180697.493351,0,0
"FT0649",443054.087919107,150171.426758514,103866.070265925,102172.369882667,299506.849862631,204539.917411642,38490.0088631796,40458.1644675639
"FT0650",3230290.70520389,2651.90302556657,7103.18565378136,6707.613337416,8155.74106160602,10154.3081456447,22072.149566479,15333.3701777609
"FT0651",473943.759465005,0,0,2314.94593544081,0,4972.90107893518,0,0
"FT0652",269872.655046574,568253.066103516,26676.4874302783,48638.78160155,68696.9842809502,53445.4435701893,51988.2577122995,69735.7947796971
"FT0653",175202.556725763,8243.75161421642,30038.806693045,19836.6438887286,3148.89771435914,11391.2398835829,7524.48242841085,12619.743972135
"FT0654",1550361.40882393,1023383.57868432,914181.644594325,452355.776764951,465669.485705871,4422.2636640095,592880.287742922,3960.81286241561
"FT0655",2034817.52068992,98995.9984171207,125848.483591743,98779.5398240683,65113.9731974976,130107.047127404,102589.830135675,118901.966935543
"FT0656",160424.970081381,0,0,0,0,0,0,0
"FT0657",283162.620810396,0,0,0,2615.02314547675,0,0,0
"FT0658",1002541.82539376,49564.7752111269,33427.5745030367,54298.7226671121,154285.083760997,91731.231289062,63020.7160502207,65377.6136409433
"FT0659",2137.29203772099,167732.531712741,190889.226826325,101874.860770611,190308.052798317,160688.828306225,81825.256276477,86377.725554924
"FT0660",688903.501020649,531.243578799477,0,0,2729.06696253772,1730.49824987537,1007.50318755938,8153.42565307428
"FT0661",115007.421535158,0,0,0,0,0,8958.55131408969,0
"FT0662",534377.254868537,0,0,0,0,1208.13599856185,0,0
"FT0663",862130.633792113,125963.980775405,60106.3861316246,43259.0142257643,114824.647270611,77397.5747549993,104172.006515249,74245.4639730202
"FT0664",168236.032032737,160780.150057272,216895.668945316,202330.29619995,159972.3650759,166267.404829508,169201.279672851,169619.759288027
"FT0665",255331.013507505,252420.492898796,276970.398123221,293917.085382007,480828.916249593,482439.187918796,264160.358006639,250197.125278724
"FT0666",0,138194.216534599,152772.073564135,59863.8437771288,165579.760910248,156590.535154377,43069.6377203307,32109.1419315076
"FT0667",1354227.29955828,26316.6498460703,137799.076601815,84515.8738369634,64978.6178726782,110022.251442005,114152.100006054,125668.77555813
"FT0668",413051.492090399,302480.835676494,306589.794983724,774015.121933585,9840392.47428638,1975481.89669657,4718707.50759832,2326257.13656852
"FT0669",782006.994180969,0,0,0,0,0,0,0
"FT0670",961834.19736529,0,4129.63616372118,6584.82003587853,3618.45078681507,0,12485.181351963,9080.31138457299
"FT0671",332368.347381307,1620.26550971668,30660.1519400652,16871.6900317115,12191.05084363,24029.3949974966,21914.7749621935,24470.8365381821
"FT0672",396181.453180334,0,0,0,0,0,0,716.124342227497
"FT0673",119100.703594862,95973.559193362,78962.2967599146,183149.589881997,2518175.13127179,493531.702530608,1192737.50106026,565779.566006614
"FT0674",111016.285871641,0,0,0,0,0,0,0
"FT0675",114222.719989447,1068194.81335629,445736.042300324,285231.653381837,108213.429152343,165268.793055905,268400.329666692,208885.360211246
"FT0676",261055.07410308,0,0,0,0,0,0,0
"FT0677",427160.858800606,0,1723.39315043721,0,0,2505.6937653513,2027.41464207392,4100.28033531416
"FT0678",139014.863753985,146999.107847851,246388.141179403,265255.390926109,336425.885263671,305262.310126378,313682.033744791,269182.638343747
"FT0679",275859.624117646,1899.60330487227,38382.1192401246,5022.73724733392,5313.0467352035,4057.42972279985,9928.04563473739,8231.37049007053
"FT0680",916266.837246108,0,4970.69136459988,0,0,1534.1257234285,7191.52054301091,17149.0330722222
"FT0681",4206.14862330918,2931.40829881994,7252.76183710609,1212521.58536382,1066770.9370585,849014.056770516,1433760.15062223,1361428.70359447
"FT0682",1101559.17997768,446751.34768799,358188.575194232,208006.777166224,107249.618926961,155895.333671669,142326.970185959,83484.8348971467
"FT0683",336517.98305713,686177.995121144,21160.3624479473,44449.7763505742,16857.4173187351,61789.0906133353,15208.6218535412,9550.72306080297
"FT0684",284244.147332033,0,364.7255153128,0,0,1909.01484364968,9830.93330272981,3121.70595607163
"FT0685",610818.735555177,0,0,0,0,0,0,0
"FT0686",189753.232780153,68262.5112681698,143864.883906488,175010.189047854,142961.554420495,123888.223372804,286301.864534511,320193.250908555
"FT0687",161439.067991211,0,0,0,0,0,1871.00323030981,0
"FT0688",177357.562581676,0,17870.2541045397,2528.3436330989,0,2949.84309132816,8822.74811004926,0
"FT0689",241262.731073636,100214.942789972,988055.253480176,1482884.50292402,1438819.35853533,1081513.28016418,2251466.62047574,2479082.402386
"FT0690",148138.241301678,0,292079.220184536,499623.427959691,335618.972735576,340998.413955468,639097.74032432,687076.929728574
"FT0691",56385.418762787,84926.1017812482,80651.4624673151,82609.1264109543,123129.835078258,111920.77365315,95280.2825806503,95679.4228008639
"FT0692",3657599.39979375,169101.10099129,368913.764826165,121060.305061849,383449.035612512,549357.65222168,306123.672409166,290347.944883702
"FT0693",2859203.8650358,19481.1812845069,30041.9867132813,22394.2865433449,10450.8521982775,24440.5664263725,10537.9858331199,28569.9670778487
"FT0694",143266.438920455,1657.10681307315,2630.36674100387,2445.93320858558,11116.2112519845,37854.8112594238,36044.2004429228,20312.30036108
"FT0695",1984.4938395315,5975.36449666945,161888.006148437,144271.580275127,128670.673630373,158303.896215009,141621.090619326,96413.8970390612
"FT0696",372544.64863995,89249.6014375425,254292.134967774,180337.779203104,146399.282577982,158376.881903548,122411.735405249,120287.10771582
"FT0697",5029043.49196882,274707.241196855,226378.302843864,238231.046427699,85503.6395022657,222760.052310221,267807.162479863,121117.83221289
"FT0698",718751.472843626,8606.84539736806,0,0,0,0,0,0
"FT0699",900160.81377865,9242.95260964267,53937.5534774228,36234.2329390084,60014.2953710844,98354.333954767,27848.1323622208,45078.5878757852
"FT0700",220910.502200619,0,33368.9576610668,16500.0063209428,0,0,14892.5372301923,13559.1419739685
"FT0701",124224.012716417,1948958.8797583,1268420.02786125,1134237.1686969,1628451.71844153,1103194.19290307,1152440.50533125,1236833.36866689
"FT0702",4041.03761878342,522872.967717983,274772.915623372,165322.55085612,199045.887583305,263829.771532438,82879.3346570576,117373.399479047
"FT0703",463656.392495991,3471.74216267472,7529.16838653725,3794.51740562729,3075.29621392667,21830.3143944915,2995.20053363988,0
"FT0704",54421.0082832199,252333.155063698,198545.62842475,66630.6874488527,63461.8544483121,80797.8770761966,123846.536275228,150513.306850588
"FT0705",2276828.64010716,17634.382984347,104805.957683934,35284.8210039255,19407.450624611,65575.4908305312,104479.919208504,100628.470939569
"FT0706",308582.309371947,1413.76963642761,12897.9221121067,5090.33075625359,4988.23393197599,9932.41816370791,4370.66888865751,13636.5299749456
"FT0707",637047.269282224,0,5022.65517989687,2898.94369542129,0,0,0,3249.90892809822
"FT0708",493159.734073081,29471.133388196,19902.9686502057,14737.2203264236,0,10312.2232674282,23982.8779925748,9404.67225993161
"FT0709",265729.335849608,125688.759894476,57184.1578699107,99556.4661438558,72578.4141753421,99710.2788557933,17145.2455247769,44362.2460036008
"FT0710",459511.681591016,17616.8605196545,71555.5576900385,69641.0712337518,22087.530683812,31051.116218722,15530.424779548,22342.1889526317
