Features,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,Litter,peat,peat_litter,ms_level,BNC,Bog_T0,III_Bog_N1,III_Bog_N2,II_Bog_N1,II_Bog_N2,I_Bog_N1,I_Bog_N2
FT015,291.196621225286,291.196621225286,291.196621225286,2541.22926216757,2541.22926216757,2541.22926216757,1,1,0,0,1,4229177.08950005,10903.6709862146,55269.0642839379,13010.8261583898,6632.95524441763,19545.5638442148,165038.845921573,79322.3747787696
FT016,291.196636581396,291.196636581396,291.196636581396,2621.8607196702,2621.8607196702,2621.8607196702,1,1,0,0,1,2423673.87174879,20886.4355080337,55228.2140695277,25709.1075720271,15409.2126108158,29113.1124997773,40512.1043438069,50735.6394239052
FT017,293.21226698557,293.21226698557,293.21226698557,2632.09306231378,2632.09306231378,2632.09306231378,1,1,0,0,1,27096838.7415364,88804.7678528218,430391.752151418,141999.621227124,68433.4722690593,165361.477999786,195336.129069618,222697.278944422
FT018,294.215655577805,294.215655577805,294.215655577805,2633.53519968135,2633.53519968135,2633.53519968135,1,1,0,0,1,4190630.61579239,1551.80614271112,19058.4025340802,6395.53246810783,430.433498795348,4282.06737676409,8834.86792386099,9756.06371710055
FT019,295.227920371129,295.227920371129,295.227920371129,2700.82726348739,2700.82726348739,2700.82726348739,1,1,0,0,1,8443675.02148438,44756.0857196236,486147.35624662,165097.244004873,128213.64286055,310977.202975744,255971.724933839,368795.53817393
FT020,297.153051361618,297.153044021792,297.243579991018,2758.85537931704,2753.93498294773,2778.90375856746,5,1,1,2,1,3267114.45161329,6368111.70871096,5980728.62707033,6678420.3543442,6914594.0628831,6966181.87033315,7344092.83608647,7315212.64980043
FT021,301.217368171886,301.217368171886,301.217368171886,2980.64637360307,2980.64637360307,2980.64637360307,1,1,0,0,1,6801065.50449224,50240.3788027042,97476.64211728,60118.3657846412,32086.2274453621,45839.105063627,91081.9813742103,40219.4843402017
FT022,302.220735161685,302.220735161685,302.220735161685,2980.64637360307,2980.64637360307,2980.64637360307,1,1,0,0,1,1393463.34194745,8126.54050828239,10008.269056808,7441.09336212493,1531.49747237874,5465.6663687063,8294.1212909156,682.914999633202
FT023,303.232988259632,303.232988259632,303.232988259632,3054.85065978628,3054.85065978628,3054.85065978628,1,1,0,0,1,21957121.2470192,16964.5614972074,13444.502879902,11731.8858397777,0,6851.14019301289,15964.8859456435,6119.31828511791
FT024,304.23638294478,304.23638294478,304.23638294478,3054.85065978628,3054.85065978628,3054.85065978628,1,1,0,0,1,4887929.49095553,1130.84761148481,2431.3882017825,1755.45019828025,0,0,654.290005287355,0
FT025,305.248653476954,305.248653476954,305.248653476954,3084.32829711065,3084.32829711065,3084.32829711065,1,1,0,0,1,1530355.99370538,7227.67236776132,19473.0374252419,7266.6868046324,3226.94425551781,13915.1011695661,4642.08508986908,8049.29625116366
FT026,307.191553376192,307.191553376192,307.191553376192,2286.84211463687,2286.84211463687,2286.84211463687,1,1,0,0,1,4498895.87602763,69263.1543860426,464259.061452371,150096.307229189,102641.008818653,164860.586267528,248860.792370171,328142.188067262
FT027,311.168695869327,311.168682786879,311.168713510426,2877.41393287142,2837.04857836868,2931.23209669502,16,1,1,6,1,17673330.461268,18208634.1183268,21470683.1000719,31705880.7567114,14221405.5427381,14370058.1076922,18647917.4798439,17142666.5815626
FT028,311.186456795667,311.186451898276,311.186482111664,2330.92506159726,2327.90327565544,2333.84529711346,8,1,1,6,1,5132676.12535454,2409210.2455416,4403928.52795216,2060152.78595053,2859339.11704837,2875688.47897393,2757425.9007402,3321507.48875003
FT029,311.222830355206,311.222830355206,311.222830355206,2487.57474864854,2487.57474864854,2487.57474864854,1,1,0,0,1,8444441.68865515,645550.380701433,3185304.72222439,1276763.90945949,875510.340527008,1440342.93815281,1833613.76558015,2244168.46214885
FT030,317.054832206985,317.054822733605,317.054841680364,90.4577154823769,70.5744745920427,110.340956372711,2,1,0,0,1,24599229.9136153,516965.525252666,1781333.68802796,238884.907196292,146657.204739864,3787895.64867471,3440136.78749245,1820522.7600789
FT031,319.227940834917,319.227940834917,319.227940834917,2773.49414660004,2773.49414660004,2773.49414660004,1,1,0,0,1,3197666.72637868,22437.6216496784,83006.0386875109,31448.2828357652,17370.4662853981,35403.6597263589,20847.7594199644,31503.6421544757
FT032,325.184346112969,325.184333821783,325.184387222773,2992.36631362616,2977.4298150566,3020.07989732523,15,1,0,5,1,1064255.0878125,1645302.0133545,3648107.57420489,6407518.16595427,5374540.05670955,5777445.52011891,6545537.09758999,6137102.05372618
FT033,325.20212145493,325.20212145493,325.20212145493,2244.75118410555,2244.75118410555,2244.75118410555,1,1,0,0,1,6120941.63338732,442814.061684598,955476.381820711,424633.868336155,348850.811844688,599781.891912504,1414084.2392204,1203269.90481923
FT034,327.217792212759,327.217775144794,327.217820821003,2260.86213500703,2237.60936511506,2265.43311629546,5,1,0,3,1,15658483.7105859,1798018.43940263,6187524.65690427,3285294.81035588,1289700.53417971,2320463.13513223,5647258.79694822,4285335.3570395
FT035,327.217793295016,327.217772280363,327.217796998465,2156.88307442616,2147.72433619481,2189.50012392268,4,1,0,0,1,126471460.260701,1455128.59988891,6783458.3827076,2951032.02915726,1708227.44418917,3505749.46653275,5658457.20105035,6452319.069385
FT036,328.221126407768,328.221110926812,328.221135089947,2164.09005352034,2149.67609533197,2189.50012392268,3,1,0,0,1,23631612.5121961,298978.640896544,1373981.45602734,609458.770355246,317300.831917362,706099.773156456,1231943.98066192,1350517.4496845
FT037,329.066745965247,329.066732491588,329.066759438907,2002.00733172017,2000.50199731281,2003.51266612754,2,0,1,1,1,2703698.43755856,3165562.18660715,1070709.31889498,1442705.06901017,806116.065316977,584352.603160563,10323179.5871423,2071120.00552965
FT038,329.233434704617,329.233414694193,329.23345472866,2253.80337192812,2223.19061769176,2275.9425306665,15,1,1,4,1,32577962.8943507,3678599.95670006,10735228.1230871,3789119.93708262,2015423.44568868,5181271.73374475,6488697.31649992,7017494.8978582
FT039,329.233426817899,329.233413557209,329.233480850626,2376.86667582625,2375.37255476196,2379.23714427888,6,0,1,5,1,868923.920247586,3207557.89036057,4947541.80271578,4049751.53650244,2957943.04942802,2018151.52182616,8945516.13122598,4026123.98418668
FT040,330.236827492778,330.236827492778,330.236827492778,2232.157765358,2232.157765358,2232.157765358,1,1,0,0,1,6444478.10467469,853053.849057752,2779895.8258353,1285788.37067162,624008.909116704,1266147.52250169,1535422.55841604,1683702.7299603
FT041,331.046019669544,331.046019669544,331.046019669544,1922.19711446724,1922.19711446724,1922.19711446724,1,1,0,0,1,2337129.62166667,1971.82804358387,114939.280018431,63855.5574489057,32066.5192796099,72124.2582429875,75702.6819059656,133645.927652245
FT042,331.249053281264,331.249044222685,331.24905328489,2467.41035097241,2465.43233318323,2468.85791604655,3,0,0,3,1,139173.296460692,1304378.61385671,1614387.83369142,2001494.16554508,1376820.82481795,1028333.84869118,2725338.06197918,1412580.62753683
FT043,346.418385064507,346.418385064507,346.418385064507,1205.61221508879,1205.61221508879,1205.61221508879,1,1,0,0,1,3992774.29255938,0,1976.30726101795,0,0,0,0,0
FT044,346.752861764972,346.752861764972,346.752861764972,1205.61221508879,1205.61221508879,1205.61221508879,1,1,0,0,1,2206789.5844922,0,0,0,0,0,0,0
FT045,351.129744509373,351.129739861109,351.129749157637,1034.25822771584,1029.56690055696,1038.94955487471,2,1,0,1,1,7742653.63351346,34998.2533641083,0,0,559574.737702563,8427291.38249998,10150.7516724419,34042.5636155661
FT046,353.087872981304,353.087871105001,353.087874857606,890.29088767586,890.122197236474,890.459578115246,2,1,1,0,1,16657369.8338408,13556763.5516637,542168.048506161,1346915.27935974,737294.806703554,1137099.22734846,1382180.46998773,1375788.68883006
FT047,353.233414137311,353.233408575943,353.233420792311,2344.39456748176,2330.9695003919,2378.42261070745,3,1,0,0,1,9445946.81151979,99929.7884377373,828563.962109296,348723.712973954,188655.509853654,353690.67033805,470115.021401566,570116.761411618
FT048,354.091272177817,354.091271898699,354.091272456934,890.29088767586,890.122197236474,890.459578115246,2,1,1,0,1,2994822.27269804,1462240.44582315,80691.8104705616,202857.946705947,106718.003560746,55887.1805413372,207863.429711598,186181.210950876
FT049,355.321839892271,355.321839892271,355.321839892271,3093.33340871788,3093.33340871788,3093.33340871788,1,1,0,0,1,1484929.80675,323215.833437284,614656.958510975,385114.277851862,330660.235705451,411585.084602197,226771.979316651,365114.699784731
FT050,365.164079838712,365.164048712565,365.164143081397,2456.74027867698,2438.26795150506,2465.73640547503,10,1,0,5,1,28346119.5257034,7009.43383768349,2236152.85314479,2347011.60572924,5725095.2165032,5091515.84344104,7016316.12643028,6791050.05389922
FT051,366.167425346549,366.167420412386,366.167430280711,2441.52785908755,2438.26795150506,2444.78776667005,2,1,0,0,1,8168589.96064418,0,118893.845747411,100077.176995214,318093.097099645,418568.049460277,392142.59369716,670909.147510459
FT052,373.169170822203,373.169170822203,373.169170822203,2265.43311629546,2265.43311629546,2265.43311629546,1,1,0,0,1,5038791.87674633,12589.8775294189,286372.608328833,121155.425996135,64386.5081803284,184624.838575159,360225.238420407,594421.863498634
FT053,375.184845903917,375.184845903917,375.184845903917,2347.11319174336,2347.11319174336,2347.11319174336,1,1,0,0,1,1980538.23819663,81771.1684611627,399853.66855342,197684.264256234,185713.785707004,250854.492552274,236007.767503325,390301.516337948
FT054,382.1005839721,382.1005839721,382.1005839721,707.058742150563,707.058742150563,707.058742150563,1,1,0,0,1,1574265.79748609,153141.494827241,127189.224794412,158952.156530143,63657.0734777993,295266.835412024,80834.8455415411,61960.8841951969
FT055,383.09845042509,383.098446645081,383.098466545765,760.800498229377,759.77591327798,761.10343326867,5,1,1,3,1,2646630.94586664,2276777.99900241,2580451.879425,3283662.71233979,1496443.0246161,4412322.7013452,187885.735583635,47404.8864402983
FT056,384.250497459636,384.250497459636,384.250497459636,1071.73043411639,1071.73043411639,1071.73043411639,1,1,0,0,1,5709694.94466287,0,1438241.58468297,1285762.75359403,1267643.30391783,1259102.51351855,1009294.48039916,1188415.59821084
FT057,385.223355907014,385.223355907014,385.223355907014,2240.9586253999,2240.9586253999,2240.9586253999,1,1,0,0,1,1963713.40237381,328622.491998196,706505.071472534,409446.20078354,475047.662456237,742721.448839646,454246.680098972,550575.867016943
FT058,392.208044128669,392.208044128669,392.208044128669,2033.46823920938,2033.46823920938,2033.46823920938,1,1,0,0,1,3493340.07136719,46070.5197509482,89514.2143466614,83132.4759815609,28639.8234589174,56822.240864316,116613.013828985,139178.752809813
FT059,393.228444595215,393.228444595215,393.228444595215,2073.42860949768,2073.42860949768,2073.42860949768,1,1,0,0,1,2446249.57805742,114252.026253376,92240.7226708032,70035.2202331597,356057.095196368,194026.4142387,150738.300743608,177063.541629218
FT060,397.259725149355,397.259725149355,397.259725149355,2595.10398656247,2595.10398656247,2595.10398656247,1,1,0,0,1,2606464.01828616,22557.4415528505,65423.4114983031,38778.1781721716,33343.3681770706,44084.035906866,65167.53586958,71201.6264992965
FT061,397.259724202329,397.259724202329,397.259724202329,2488.5794199672,2488.5794199672,2488.5794199672,1,1,0,0,1,3361826.48677885,40000.6722191543,225975.555899118,108053.684533083,64289.0254020915,86050.0855460556,177847.973508663,187705.985234259
FT062,408.202892575066,408.202892575066,408.202892575066,1828.16719765786,1828.16719765786,1828.16719765786,1,1,0,0,1,7669462.24623436,14082.2219235263,7510.34643430999,24770.0760766741,0,7380.55532116904,66380.9204299636,189409.537939192
FT063,409.206346035906,409.206346035906,409.206346035906,1828.16719765786,1828.16719765786,1828.16719765786,1,1,0,0,1,1301134.02851206,0,0,878.246378138496,0,0,6461.42180958112,38727.3831570142
FT064,417.322350106078,417.322339384867,417.322363502806,2514.33292997189,2513.10133424646,2514.46390529892,4,0,0,4,1,293130.683894601,358961.725947235,355314.368892808,862206.870837352,9793489.81239185,1729909.9812378,4632715.2317627,2089020.46929442
FT065,423.275360256613,423.275360256613,423.275360256613,2971.57361674309,2971.57361674309,2971.57361674309,1,1,0,0,1,2628641.30391112,15705.3746564438,40789.8956292902,24476.0623312275,11052.1290546526,25185.5925836977,10475.5045862965,30603.4410849074
FT066,423.187403634239,423.187403634239,423.187403634239,1396.49812117325,1396.49812117325,1396.49812117325,1,1,0,0,1,3140048.25169793,86318.2499845503,342993.665178451,222686.805253636,293662.266613566,509524.042461617,295591.528165827,327254.452115178
FT067,431.192454652323,431.192454652323,431.192454652323,1109.43319942864,1109.43319942864,1109.43319942864,1,1,0,0,1,2504181.98621876,422792.684454719,37320.6770203392,27901.0148597917,20411.3264742518,269741.003189786,116736.265224239,68090.0373515775
FT068,438.253273905552,438.253273905552,438.253273905552,1941.91731488566,1941.91731488566,1941.91731488566,1,1,0,0,1,4355904.68896945,0,2818.40202711887,2914.27101454059,0,1842.65217085753,18553.44268545,61014.3198549683
FT069,439.08600539235,439.081394310513,439.086043381628,100.139774592043,99.0926964622122,120.393070149494,5,1,1,3,1,3737006.91925915,4157127.44213002,5065474.18214732,6373659.91624581,3108534.43041591,32828329.8977268,1996578.04828331,1413730.79224078
FT070,441.082921141995,441.082921141995,441.082921141995,1441.95723386092,1441.95723386092,1441.95723386092,1,1,0,0,1,4595259.9997925,105402.159463816,208335.311920509,144276.465970246,144780.719519116,172366.444673538,253725.160337402,220096.248825982
FT071,443.098579700528,443.098564407172,443.098604398527,1090.85614521238,1090.08780039988,1092.53151063912,8,1,1,6,1,62620209.6656642,26152510.0918414,32079731.8462498,21906133.2254779,16420250.8296568,18977282.0292857,20173818.6895899,18233773.1331381
FT072,444.101924952303,444.101910595672,444.101949569396,1090.38502745901,1089.25462168171,1094.25400069516,7,1,1,5,1,15707880.286134,5447630.421875,7547142.96875,4931887.99685059,3907018.30841308,4372249.92578683,4950273.02488824,4042304.62547432
FT073,447.093541066887,447.093541066887,447.093541066887,1308.44371684528,1308.44371684528,1308.44371684528,1,1,0,0,1,3590477.0176789,710498.081709656,226718.318316388,234649.611011856,337594.583968572,327826.698550036,798380.461669272,346789.726860745
FT074,451.124793756481,451.124793756481,451.124793756481,627.28140452245,627.28140452245,627.28140452245,1,0,1,0,1,826211.7382592,3294219.19508663,62926.1281914433,68601.4541707236,83268.5255713443,78727.0633217026,72238.6062280582,83240.5719541532
FT075,451.064912665831,451.064912665831,451.064912665831,890.122197236474,890.122197236474,890.122197236474,1,1,0,0,1,3052516.56946113,713944.90620481,13866.3836056688,68482.1699691281,18356.9612175689,35337.1780536656,54379.0899736645,52583.3565815816
FT076,452.278398214703,452.278398214703,452.278398214703,2924.00700655364,2924.00700655364,2924.00700655364,1,1,0,0,1,5919969.32243587,129743.775870558,182125.403805755,196810.263067051,131429.927427299,231334.079269405,88066.0609109212,120830.835047978
FT077,453.17419000519,453.17419000519,453.17419000519,662.34504785912,662.34504785912,662.34504785912,1,1,0,0,1,8283728.06195831,0,6367.44902581613,0,0,3425.45906385959,4350.19359013779,16268.0561842097
FT078,455.098646145074,455.098636099775,455.251320715196,1083.14596186249,1076.83582530747,1083.9731444083,5,1,0,4,1,3512440.6291748,2481626.5589635,1883580.56358838,1411907.17464287,1833645.99405133,1903880.33412514,1518122.89303977,1625142.57920373
FT079,457.099010630172,457.099010630172,457.099010630172,952.180453527236,952.180453527236,952.180453527236,1,1,0,0,1,9864962.70974583,180685.657061917,172078.697657942,242679.439135828,134260.688332155,138272.035159509,137597.85496848,92483.9388624668
FT080,457.372158695432,457.372131629968,457.372203820331,3281.56077959319,3209.98522629763,3347.52216931488,20,0,0,3,1,1978602.24297538,2235500.10212313,4210148.95327907,3739742.92609988,6840625.47864586,9294251.07524493,8835308.7448897,4401471.28137462
FT081,458.102389154162,458.102389154162,458.102389154162,952.180453527236,952.180453527236,952.180453527236,1,1,0,0,1,1904674.2050308,23903.9843782529,4062.78115511018,38820.9075217144,3806.18448307941,10542.1195016378,11870.0527626133,0
FT082,459.348212339777,459.348212339777,459.348212339777,3094.36341546199,3094.36341546199,3094.36341546199,1,1,0,0,1,1970397.363109,70348.3304097841,313095.472043508,141757.853782215,273986.651957159,264334.119139099,114930.871243552,209409.329699456
FT083,465.080502518355,465.080486945894,465.08054206162,1090.90052702958,1088.66252801915,1091.9149346684,7,0,1,6,1,5122739.83579896,7832220.54268801,6747767.45854493,4188274.27904585,1628626.15092189,1905843.63222656,1016570.78874999,1716791.95289193
FT084,466.083882185897,466.083882185897,466.083882185897,1090.81176339517,1090.81176339517,1090.81176339517,1,0,1,0,1,1102483.00510035,1536372.65625,1584717.53669334,901277.858947094,488076.779169325,717104.798705697,568779.234487244,384724.619569521
FT085,472.158881339151,472.158881339151,472.158881339151,736.233724783885,736.233724783885,736.233724783885,1,1,0,0,1,4216417.52164391,135105.710491399,114594.613473851,133362.406820965,26925.2976659309,225612.016499444,93380.0852315698,111619.357423011
FT086,473.282866129741,473.282823632568,473.282871622406,3312.55787815365,3311.73216931488,3312.90329004561,5,0,0,5,1,326316.398314492,320470.574775289,6240511.78754111,7933198.30035682,8063735.60060191,7911601.01668032,7689821.40859031,6613605.28450612
FT087,474.173173032919,474.173173032919,474.173173032919,819.865915171211,819.865915171211,819.865915171211,1,1,0,0,1,4773212.23240898,160170.888756963,150623.798805832,186991.376093076,104692.896761765,111733.455057337,162691.751671579,196000.875759508
FT088,478.294120368763,478.294120368763,478.294120368763,2971.57361674309,2971.57361674309,2971.57361674309,1,1,0,0,1,9732419.88524002,254052.504835994,412182.58962485,507232.476678542,297007.338488895,302473.785339502,174975.434669059,229694.435129977
FT089,479.297521527386,479.297521527386,479.297521527386,2971.57361674309,2971.57361674309,2971.57361674309,1,1,0,0,1,2148216.64127197,55800.8661875221,86057.9739969706,115044.058083457,61413.5760494681,57083.2795662669,41201.0226438619,51163.2505923355
FT090,480.309841611176,480.309841611176,480.309841611176,3068.45860954149,3068.45860954149,3068.45860954149,1,1,0,0,1,1726688.14585447,509.299270838421,1949.97042518653,0,0,1685.83960841375,0,0
FT091,483.246277029203,483.246277029203,483.246277029203,1014.30625499843,1014.30625499843,1014.30625499843,1,1,0,0,1,2114624.40582142,386988.745551118,178402.763812211,83434.0517256695,70985.3112887107,49801.4292117899,87813.007051525,66988.1609955351
FT092,487.10974868985,487.10974868985,487.10974868985,890.122197236474,890.122197236474,890.122197236474,1,1,0,0,1,2441167.32487988,102828.956509202,66387.1314061593,52152.5941449361,67148.9424438142,65526.9073962169,58913.2568881191,81223.8886129983
FT093,487.149430760746,487.149390177139,487.182381690126,1223.73984536546,1222.27804958947,1275.03377403511,3,0,0,3,1,4932476.4865637,1008535.99878624,1249579.32103946,1408476.34087369,926330.121087589,39191478.7452231,1825264.42008056,1287034.94736979
FT094,487.343176849042,487.343176849042,487.343176849042,2510.91032296001,2510.91032296001,2510.91032296001,1,1,0,0,1,3187748.80830981,98787.4830406394,335382.114939103,152847.8876649,265565.323828084,252806.296136811,262822.660044006,320013.797325078
FT095,487.305919056556,487.305919056556,487.305919056556,1342.36323748915,1342.36323748915,1342.36323748915,1,1,0,0,1,3228018.26129297,0,56775.8409457908,61654.6629845217,69141.0230353788,158298.862892491,101838.296311714,134329.5702056
FT096,491.338006143118,491.338006143118,491.338006143118,2924.00700655364,2924.00700655364,2924.00700655364,1,1,0,0,1,1705012.79111819,56497.9022058609,161548.289380261,121250.723562247,68574.701158857,98299.2335080517,86973.1420735762,131880.057803996
FT097,492.311570230338,492.311570230338,492.311570230338,2678.93328228173,2678.93328228173,2678.93328228173,1,1,0,0,1,1970165.57456206,0,0,0,0,0,0,1555.15348300318
FT098,495.129904595701,495.129904595701,495.129904595701,1199.91955849453,1199.91955849453,1199.91955849453,1,0,1,0,1,140436.116981632,2276735.64254298,1653253.47950406,1348004.26958173,1537036.72062285,1334207.97483778,1042208.3689959,1048106.8345334
FT099,497.334761318048,497.334742502963,497.334800304742,1345.5782116888,1342.36323748915,1345.88674847971,4,1,0,3,1,38101173.4671094,4184.65172882096,2194990.10455154,2813874.14455986,3472607.51208314,4881724.77031251,4547148.35538029,5442084.07216798
FT100,498.338334762461,498.338334762461,498.338334762461,1342.36323748915,1342.36323748915,1342.36323748915,1,1,0,0,1,10301351.5562421,0,533281.867017956,601606.010908949,703983.544658388,1430586.37523381,1180254.61005952,1443803.67680553
FT101,499.37952180025,499.37952180025,499.37952180025,2800.43763488189,2800.43763488189,2800.43763488189,1,1,0,0,1,2153112.16821183,0,0,0,0,0,0,0
FT102,501.416603541515,501.416603541515,501.416603541515,3115.74423192532,3115.74423192532,3115.74423192532,1,1,0,0,1,1559846.68756513,117755.144818874,205776.867474615,134148.240715415,73583.5168387755,136751.413352826,119251.070856318,191158.095832608
FT103,502.317886125215,502.317843459622,502.317926850653,3058.95386436321,3058.18576156319,3060.46021915667,6,0,0,6,1,44746.9927270768,763312.199171648,3265905.28710941,7380613.67802961,5641447.14159237,2139632.40031547,5532764.29681961,5593614.67098526
FT104,503.153932458408,503.153932458408,503.153932458408,1212.91633268079,1212.91633268079,1212.91633268079,1,1,0,0,1,901510.337109378,102034.176525005,93042.9545874167,84473.2054076173,82335.9461959809,111830.952563102,160374.458052641,176769.869494057
FT105,503.162142707464,503.162142707464,503.162142707464,110.158227188923,110.158227188923,110.158227188923,1,0,1,0,1,1108545.0725416,3553044.59272361,1047415.59280726,1336063.86189553,1378353.41498255,1484326.84255666,1962797.87578515,1636579.1127769
FT106,503.148627908092,503.119828830383,503.177426985801,1523.60064471485,1514.82457950996,1532.37670991973,2,1,0,1,1,33624989.887539,0,0,4515.78250508962,0,6949206.93778564,0,0
FT107,503.338068404206,503.338068404206,503.338068404206,2274.51254947639,2274.51254947639,2274.51254947639,1,1,0,0,1,2025347.11746092,62825.2518451016,212670.652791024,121684.843003536,157275.371103826,170993.024162997,259822.396273511,298849.01315426
FT108,504.152002637775,504.123266562263,504.180738713288,1522.91459769152,1513.4524854633,1532.37670991973,2,1,0,1,1,9024201.45726562,0,0,0,5020.11229917461,1532691.78758112,3108.89053130757,0
FT109,505.099151079686,505.099151079686,505.099151079686,1587.20763168771,1587.20763168771,1587.20763168771,1,1,0,0,1,33207286.6142498,321771.860704625,96134.9346524295,107184.30651305,103248.671622959,87476.0383556869,255173.945766964,166799.039505813
FT110,506.102440776659,506.102440776659,506.102440776659,1587.20763168771,1587.20763168771,1587.20763168771,1,1,0,0,1,7593374.12911056,42999.2678288193,6584.73410097849,9439.31705873919,0,7913.90339810387,21038.3583206233,12247.0483854738
FT111,506.325593420903,506.325593420903,506.325593420903,3078.78061227414,3078.78061227414,3078.78061227414,1,1,0,0,1,6329322.95669791,54785.2723311763,45384.7354863058,42259.4203741932,16337.5732813926,31686.0522799682,3833.07890354098,16208.6771058845
FT112,507.442110404034,507.442110404034,507.442110404034,3016.49106245861,3016.49106245861,3016.49106245861,1,1,0,0,1,1350410.98468017,36319.3502609119,18282.5843124647,12547.9886771945,1488.01145540419,4199.69522889127,4739.55682532249,6457.57615434817
FT113,511.473636900559,511.473570499377,511.473664404387,3089.09476757737,3085.40609783183,3090.83780601788,3,1,0,2,1,13832539.3441036,353775.407922955,1512615.21812774,1042136.87152913,1048616.08568935,1469235.99413234,1205368.61135936,1139540.6981128
FT114,512.476866879326,512.476866879326,512.476866879326,3085.40609783183,3085.40609783183,3085.40609783183,1,1,0,0,1,4800164.14872651,126338.079372103,583076.722083222,360398.030336398,366651.969323577,502728.533774713,473390.297040728,551061.10754853
FT115,513.255723122539,513.255723122539,513.255723122539,2035.19942368661,2035.19942368661,2035.19942368661,1,1,0,0,1,6974875.76555398,436.9766946363,5894.32694930096,1323.91373659819,10198.5032087772,45980.3800663758,13238.1563189992,0
FT116,515.14106088906,515.14101403961,515.141107738509,735.963999825209,735.694274866533,736.233724783885,2,1,1,0,1,4910150.17618517,19208351.1027085,393460.979253243,579299.67414726,345947.473017255,1806700.71275906,685186.085169662,638142.136946483
FT117,515.141038693375,515.141038693375,515.141038693375,837.496175757127,837.496175757127,837.496175757127,1,0,1,0,1,522718.826060524,2885738.28059856,138916.869618779,154536.709484447,186531.235951217,348266.901372223,173155.614230869,180352.615378255
FT118,516.144417729093,516.144417729093,516.144417729093,735.694274866533,735.694274866533,735.694274866533,1,0,1,0,1,1194989.7024183,4204768.03479073,82343.7047151742,112854.449687538,61047.9096665976,366776.82163127,137576.735040698,140937.973970908
