Features,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,Litter,peat,peat_litter,ms_level,BNC,Bog_T0,III_Bog_N1,III_Bog_N2,II_Bog_N1,II_Bog_N2,I_Bog_N1,I_Bog_N2
FT119,517.146249931135,517.135687476378,517.156812385893,1334.64892200934,1325.0955100135,1344.20233400517,2,1,0,1,1,1858872.18986629,0,13594.1486879182,3343.32731660444,7028.99782732297,2235157.23595254,8890.55874879785,6441.22530573362
FT120,518.370302754763,518.370302754763,518.370302754763,2886.85642775681,2886.85642775681,2886.85642775681,1,1,0,0,1,2101491.96600585,23896.4484117399,49880.4343541391,26303.7500015731,24983.5833510742,37960.6774946079,11904.9062437854,25385.400925848
FT121,519.114933297038,519.11185592197,519.136132442457,1206.04479416467,1102.53539488257,1206.84152838484,9,1,1,5,1,440039443.435958,29427393.6614398,29524756.4313283,38175240.3670406,8727335.29550786,36046441.4345208,4925615.52582588,1131793.75041191
FT122,519.115012422027,519.115012422027,519.115012422027,962.843606128692,962.843606128692,962.843606128692,1,1,0,0,1,2909769.82320012,831237.794738785,556195.64821146,723091.112848583,442313.270171898,218672.330817928,288715.306902171,209900.939381749
FT123,519.157210747928,519.157210747928,519.157210747928,108.413464994372,108.413464994372,108.413464994372,1,0,1,0,1,221341.605637753,3950323.35048968,2332633.43217834,2527275.07374782,3548161.58370321,1651005.79913466,3465383.17933908,3544281.76866686
FT124,519.622790620345,519.622790620345,519.622790620345,1205.61221508879,1205.61221508879,1205.61221508879,1,1,0,0,1,4215602.0533827,2523.86422859541,0,4272.68451356748,0,3565.85447969332,3711.10150412596,0
FT125,520.11820282566,520.118182852172,520.120006688918,1206.30069364753,1204.67800164557,1206.84152838484,6,1,1,4,1,116202783.828186,7213424.41498327,7625696.53867193,9667580.09871786,1889188.33350852,8901256.06913019,1339880.272184,268182.601336104
FT126,520.342823951275,520.342823951275,520.342823951275,2845.24180346316,2845.24180346316,2845.24180346316,1,1,0,0,1,3943189.05319333,859.126863735643,0,0,0,0,485.881071518456,1670.66284036593
FT127,521.120528376244,521.120528376244,521.120528376244,1205.61221508879,1205.61221508879,1205.61221508879,1,1,0,0,1,24189683.2061979,0,0,0,0,0,12064.7615121477,0
FT128,521.252443201346,521.252443201346,521.252443201346,2444.78776667005,2444.78776667005,2444.78776667005,1,1,0,0,1,4403391.99879253,47622.8202528223,126095.71457981,70513.2233783369,42678.2908071165,135136.119197389,47933.0095664474,68858.3287384927
FT129,521.361495847358,521.361495847358,521.361495847358,2799.33708393091,2799.33708393091,2799.33708393091,1,1,0,0,1,2467814.13835998,0,0,0,0,0,0,0
FT130,522.12260475176,522.12260475176,522.12260475176,1205.61221508879,1205.61221508879,1205.61221508879,1,1,0,0,1,2550039.56879186,183798.500977984,126427.861086401,181935.192067838,31736.1910712497,216884.797650167,7673.91407523871,0
FT131,523.125136357197,523.125136357197,523.125136357197,1083.81958562603,1083.81958562603,1083.81958562603,1,1,0,0,1,1618045.15650877,434113.936378968,779623.712015561,541874.340637146,470274.562749568,431240.237767794,459108.422205095,497120.587667256
FT132,529.424079329303,529.424079329303,529.424079329303,3016.49106245861,3016.49106245861,3016.49106245861,1,1,0,0,1,1154461.23562498,986.307307269319,6377.72217462817,1265.00025311575,0,0,0,3908.48397508503
FT133,531.157076580464,531.1569931003,531.157102023847,126.655420701084,124.381985329365,127.776183039647,5,0,0,5,1,471539.89609877,956489.533212277,2210217.67877083,2488157.66894171,4124396.80885714,1624387.12956678,6125158.17982895,5436382.24967789
FT134,533.455741404244,533.455626040632,533.457990125818,3088.61278714429,3062.9146113505,3089.96139554826,8,1,0,6,1,2964019.65049675,846231.717122331,2306998.30556251,1476649.75982144,1662829.73453125,2000796.15203125,2080186.76831005,2311637.00859374
FT135,535.109849503783,535.109817323594,535.109978649169,1108.41636717319,1092.6759223097,1153.12769303176,8,1,1,4,1,32608222.7248888,3215137.28950482,3304156.35777114,4164503.07047494,5495351.33504556,15375548.0472321,585197.212844004,186054.070601745
FT136,536.113305055742,536.113305055742,536.113305055742,1114.26730203356,1114.26730203356,1114.26730203356,1,1,0,0,1,7942761.81015622,514125.694774493,770875.8273978,838931.932141154,196682.194354211,1035297.36457987,114996.214507809,21173.6594481721
FT137,539.138801630571,539.138779285547,539.138905710797,108.413464994372,107.132334044327,120.989267401172,7,1,1,5,1,2078389.86679242,2284281.45876756,2300459.03857761,1160288.13466221,2359568.49497954,1504627.71076992,2266442.18703542,2101802.41900937
FT138,539.119867956521,539.119867956521,539.119867956521,1199.91955849453,1199.91955849453,1199.91955849453,1,0,1,0,1,172395.226963332,1641894.34936383,1383057.74137361,999080.833943252,1335635.18469146,1201560.15314438,824838.16091035,904844.708004284
FT139,540.33110449234,540.33110449234,540.33110449234,2919.65989097739,2919.65989097739,2919.65989097739,1,1,0,0,1,7679281.98949214,293015.72990708,313302.40439434,278525.936267375,220078.621874551,442073.130713796,120395.846308744,205117.670835654
FT140,540.354694872824,540.354694872824,540.354694872824,2745.32004225482,2745.32004225482,2745.32004225482,1,1,0,0,1,2980603.03052454,1194.9420503475,0,0,0,0,648.024471962595,0
FT141,541.135705358963,541.097055104702,541.13576868197,1200.04372139553,1199.31613986117,1207.24558525611,7,1,1,5,1,6634804.50584817,1471478.78126052,2540318.18975001,2748357.66190209,3635764.19327893,2848290.27418571,4050996.49735027,4854581.585875
FT142,542.370304212571,542.370304212571,542.370304212571,2824.10948533672,2824.10948533672,2824.10948533672,1,1,0,0,1,4141070.7324114,699.736108403587,0,0,0,764.864728725894,0,0
FT143,544.386014332135,544.386014332135,544.386014332135,2936.62411268491,2936.62411268491,2936.62411268491,1,1,0,0,1,1285197.70834029,18011.2779341495,77761.3828494687,31116.3436372726,7654.2838872322,20033.2480445021,24178.2345339024,33149.0545647216
FT144,545.129567385322,545.12952471794,545.12963043476,918.333908806801,917.260523376941,920.740822012364,3,1,0,2,1,3630207.36837891,698015.421765894,1412670.81511963,1810642.6010646,1204607.18343228,78348.6040000283,850820.109550796,1081129.8340951
FT145,545.130607302937,545.130607302937,545.130607302937,1463.1307994142,1463.1307994142,1463.1307994142,1,1,0,0,1,2137593.67540178,50750.9020637776,62043.4919552936,61391.7511885851,72047.0997534794,51275.1332900131,58558.9059798229,46616.5990249036
FT146,545.130555749765,545.130555749765,545.130555749765,1379.5848002992,1379.5848002992,1379.5848002992,1,1,0,0,1,29632975.0865233,149415.738449826,158081.34212444,158165.776677378,171123.039268876,116254.722317883,138743.436748709,148171.132177137
FT147,545.264211763335,545.264211763335,545.264211763335,2348.75951519148,2348.75951519148,2348.75951519148,1,1,0,0,1,3441590.85903288,170049.439748543,245833.529611933,696188.016129252,615077.943634968,383460.903974033,119106.7570211,238697.56034107
FT148,545.297099552242,545.297099552242,545.297099552242,2295.01885111161,2295.01885111161,2295.01885111161,1,1,0,0,1,1891900.41396011,66205.0639446061,281325.450348244,180437.587236772,204289.200857804,261162.534231405,334892.696984585,433948.727549746
FT149,546.133998823,546.133998823,546.133998823,1379.5848002992,1379.5848002992,1379.5848002992,1,1,0,0,1,8949687.92514647,33746.6787725835,21522.6485756603,16388.1339208176,21475.8866531205,23684.6367122184,9235.17617998136,15611.4960967034
FT150,548.8989278722,548.8989278722,548.8989278722,65.1949745920427,65.1949745920427,65.1949745920427,1,1,0,0,1,2626245.69263713,0,158900.513105933,109248.537971228,45879.9270921781,91966.3724274577,186222.687801992,141079.165120789
FT151,549.167808529842,549.167745865071,549.167913667387,110.546094145014,110.158227188923,120.989505333075,8,1,1,6,1,2348452.70668594,9261657.29415072,2179566.95919323,3202525.32845607,3671997.88181217,4763851.07864632,5489383.6913813,4360886.04081667
FT152,549.125649839971,549.125649839971,549.125649839971,1190.54119571701,1190.54119571701,1190.54119571701,1,1,0,0,1,7019125.37184891,104979.284442144,123955.304480171,122027.001620654,108482.323332256,141883.629441357,106662.805339651,129558.849269
FT153,549.088158241851,549.088158241851,549.088158241851,565.926811505246,565.926811505246,565.926811505246,1,1,0,0,1,4813901.60975231,268294.04273655,1092393.65145503,1121642.04977397,482347.214994648,448010.843806414,470809.650792801,469359.559318669
FT154,549.089237701062,549.089237701062,549.089237701062,1516.294955106,1516.294955106,1516.294955106,1,1,0,0,1,4046149.47119139,56936.5582029836,12221.0209025317,15656.8566334055,8790.61448849016,18621.4686730697,2672.88603632502,10427.3494289244
FT155,550.128929764859,550.128929764859,550.128929764859,1190.54119571701,1190.54119571701,1190.54119571701,1,1,0,0,1,1771506.20873046,15914.9624621971,13823.7591450398,29074.2317590311,4761.04216750914,8101.25494953879,4104.36824268223,0
FT156,550.171193706346,550.171193706346,550.171193706346,110.158227188923,110.158227188923,110.158227188923,1,0,1,0,1,438729.401694176,1669909.1530326,507797.64420657,676303.605267152,710088.069405315,582502.478539144,1034919.53872181,819723.412564904
FT157,553.099334469534,553.099334469534,553.099334469534,1115.20163882449,1115.20163882449,1115.20163882449,1,0,1,0,1,268736.093291113,5740339.80348345,2811028.30910128,2337412.26688071,3231325.93974262,1893646.80080863,1749156.85210039,2021251.88257381
FT158,555.284881492008,555.284881492008,555.284881492008,2916.04225180641,2916.04225180641,2916.04225180641,1,1,0,0,1,10148229.8915235,349287.16966622,1564140.14122753,1287181.74386704,1178245.1873021,1184649.96523238,1409321.54010461,1647087.7736849
FT159,555.354243893054,555.354243893054,555.354243893054,2134.6238419065,2134.6238419065,2134.6238419065,1,1,0,0,1,3462606.04390133,41861.097892808,83768.7406038752,36336.3006927117,72606.525316589,84923.3194571562,125952.321993187,119452.906647616
FT160,555.442207574336,555.442207574336,555.442207574336,2988.23297142348,2988.23297142348,2988.23297142348,1,1,0,0,1,87341965.4182953,109388.568510949,92211.3077453231,29930.5985601821,0,37440.0220543498,15267.6304091792,77054.1956610392
FT161,556.445557229298,556.445557229298,556.445557229298,2988.23297142348,2988.23297142348,2988.23297142348,1,1,0,0,1,33896605.1739587,43467.838735124,42680.425177845,9881.98343667048,0,11460.1705931027,4282.11716002285,27108.4014663869
FT162,557.070666562463,557.070666562463,557.070666562463,1207.24558525611,1207.24558525611,1207.24558525611,1,1,0,0,1,2660909.73779167,78723.5898471696,116789.633011689,159018.195347632,11193.5781711259,136976.727020499,6403.58106649443,0
FT163,557.449068818083,557.449068818083,557.449068818083,2988.23297142348,2988.23297142348,2988.23297142348,1,1,0,0,1,6072977.57588481,732.986429591444,452.258148898892,0,1257.08624264101,0,0,0
FT164,559.473545987412,559.473545987412,559.473545987412,3061.22055437864,3061.22055437864,3061.22055437864,1,1,0,0,1,20817225.1236976,0,4300.45847217407,0,2712.65604745659,0,0,1068.78690980241
FT165,560.298207180976,560.298207180976,560.298207180976,1083.81958562603,1083.81958562603,1083.81958562603,1,1,0,0,1,6604733.96431317,0,724545.029738579,698827.048010859,318341.389303781,327332.37764379,340451.089944843,403569.354461096
FT166,560.477098283957,560.477098283957,560.477098283957,3061.22055437864,3061.22055437864,3061.22055437864,1,1,0,0,1,8462638.72221342,0,0,0,0,0,0,988.45242136998
FT167,561.301603422041,561.301603422041,561.301603422041,1083.81958562603,1083.81958562603,1083.81958562603,1,1,0,0,1,1819385.01169922,0,193861.95940161,204945.684018361,95251.5097161152,82451.0130940692,99805.0253069867,99575.445751904
FT168,561.489133805707,561.489133805707,561.489133805707,3085.05781204586,3085.05781204586,3085.05781204586,1,1,0,0,1,1511199.08180663,0,22601.0418003993,4882.64364550108,9989.64092569831,9322.12590010313,3431.93736567673,6156.8225748981
FT169,563.50496224416,563.504900447263,563.505024041056,3107.76936743091,3106.00423192532,3109.5345029365,2,1,0,1,1,14761320.3976354,320655.167960064,1871935.84144535,1178664.16448037,386891.718133621,820987.770385688,613141.673863802,1119256.48320168
FT170,564.508185009583,564.508185009583,564.508185009583,3106.00423192532,3106.00423192532,3106.00423192532,1,1,0,0,1,5808828.73911664,131742.128640012,835180.585450252,465030.203564084,149180.178452936,315891.614462191,232287.487640359,452558.291906957
FT171,565.120343264136,565.099249851552,565.156721222546,1110.45702181042,1048.66047295451,1177.36842021208,7,1,0,2,1,1241561.21368923,201892.1125064,98489.2351120761,63616.8254221532,3812269.54519831,18812793.4570898,91289.9989537167,96155.4165207541
FT172,571.128586023434,571.123351990275,571.12870750204,104.384708005329,102.800385408536,105.134676497761,6,0,1,5,1,520697.991289966,4142123.78432294,3108233.52917985,2171031.2654018,2746061.65349766,557971.855064176,2296509.87134766,2577681.79658293
FT173,571.109750475826,571.109736582174,571.109795541544,857.410606167062,856.363718205224,924.86333740461,4,0,1,3,1,994735.973488026,7570649.18137501,4219779.00257742,3969066.12228338,4179507.56370933,1070438.08495834,2302829.4509333,2117632.81928145
FT174,571.22498588183,571.22498588183,571.22498588183,1059.70815874729,1059.70815874729,1059.70815874729,1,1,0,0,1,2131372.36902574,68667.5125578369,226796.122184283,111195.193346379,124003.594777425,195480.396763331,483913.575185452,476219.848787363
FT175,571.289687358346,571.289687358346,571.289687358346,2946.7799781775,2946.7799781775,2946.7799781775,1,1,0,0,1,20095230.8882537,273033.68679457,472355.701560926,482330.787077627,382606.494234602,797379.30168736,395197.603010445,462144.946581172
FT176,571.495170730036,571.495170730036,571.495170730036,3034.44205698591,3034.44205698591,3034.44205698591,1,1,0,0,1,1893734.97369365,0,4273.64416583847,923.431144558592,570.675632004233,0,0,6197.41359985912
FT177,571.43746626367,571.43746626367,571.43746626367,3213.35423192532,3213.35423192532,3213.35423192532,1,1,0,0,1,3970299.22905336,4515.22994421825,25819.7486410088,13691.2384558106,11603.8871749878,15727.7941497193,8691.23974825036,23874.5319195176
FT178,572.292941102631,572.292941102631,572.292941102631,2946.7799781775,2946.7799781775,2946.7799781775,1,1,0,0,1,5677773.0760853,65022.4398220822,116168.585565439,111679.400476393,96929.8831182265,215433.079084465,97463.8006536533,105053.073240168
FT179,573.125453623686,573.125453623686,573.125453623686,663.955535186215,663.955535186215,663.955535186215,1,1,0,0,1,5931434.97256968,1242903.97565057,1796482.63783017,1256727.81266114,1005800.26918442,1205742.37066522,1104365.15858999,1231758.6952878
FT180,573.249412175264,573.249412175264,573.249412175264,2029.90980643909,2029.90980643909,2029.90980643909,1,1,0,0,1,2780495.36702882,2312.06782917291,10846.5700847116,5127.67256872163,6081.51993618538,2995.7086411065,12007.1458309648,358.478124271083
FT181,577.135600086219,577.135600086219,577.135600086219,739.218735850834,739.218735850834,739.218735850834,1,0,1,0,1,1201585.49913813,1709517.65414063,35833.8811353903,0,6325.69373428364,4037.6487204145,44282.441101133,10077.7938802986
FT182,577.156797284204,577.156797284204,577.156797284204,1441.95723386092,1441.95723386092,1441.95723386092,1,1,0,0,1,2683373.49439452,339153.283460765,119359.18217691,132740.204192569,148206.081371295,170429.323613683,652722.152263474,1272843.13939372
FT183,577.26942011132,577.26942011132,577.26942011132,2727.9413422379,2727.9413422379,2727.9413422379,1,1,0,0,1,2546359.74192185,64304.0904948612,90768.3051644987,83742.0895111432,38774.8576830202,35947.4845199298,127958.82906261,45236.1719472648
FT184,577.424316287014,577.424316287014,577.424316287014,2988.23297142348,2988.23297142348,2988.23297142348,1,1,0,0,1,25449664.6697449,12804.5594739432,102494.191372162,29252.6067258443,1768.09372232601,51773.3181622469,21631.4824170112,50047.000000279
FT185,578.222290192666,578.222290192666,578.222290192666,723.014016249867,723.014016249867,723.014016249867,1,1,0,0,1,1055633.53766183,0,0,1656.34010498864,2069.53923567956,0,29252.9660756631,6944.85651938493
FT186,578.427556635284,578.427556635284,578.427556635284,2988.23297142348,2988.23297142348,2988.23297142348,1,1,0,0,1,9126327.25213212,8518.61166373833,34539.525864344,8238.10374861778,0,15121.5605406947,7502.87896906863,20439.5857292204
FT187,579.436126686547,579.436126686547,579.436126686547,2983.21895535736,2983.21895535736,2983.21895535736,1,1,0,0,1,10497985.560774,0,0,0,0,774.383407338657,0,0
FT188,580.445686139196,580.445686139196,580.445686139196,2983.21895535736,2983.21895535736,2983.21895535736,1,1,0,0,1,2985763.5432683,1767.91398149362,2954.48090401914,0,0,0,0,0
FT189,581.455714674971,581.455714674971,581.455714674971,3062.9146113505,3062.9146113505,3062.9146113505,1,1,0,0,1,7082020.91202583,25989.8026377506,157823.981681584,54576.717191569,1425.74423363171,84686.9242820503,10167.5083841446,59189.5698725894
FT190,582.458992692319,582.458992692319,582.458992692319,3061.22055437864,3061.22055437864,3061.22055437864,1,1,0,0,1,2549202.65550691,0,0,0,0,0,1352.62773859699,0
FT191,583.109919314379,583.10988595526,583.109941956393,1202.19985103123,1199.91955849453,1203.12899852489,7,0,1,6,1,755296.379451686,8796460.40942307,5996443.22967708,4614987.88526913,4666116.52266598,5937577.87424633,2878874.81856671,2614187.94120794
FT192,583.400897308504,583.400897308504,583.400897308504,2541.22926216757,2541.22926216757,2541.22926216757,1,1,0,0,1,1279334.52542992,955.15374180623,0,0,0,0,4422.73647276763,0
FT193,583.473700373234,583.473700373234,583.473700373234,3058.14891350394,3058.14891350394,3058.14891350394,1,1,0,0,1,10046057.1272071,0,0,0,0,0,0,0
FT194,584.113282470283,584.113277632183,584.113287308383,1200.42995106116,1199.91955849453,1200.9403436278,2,0,1,1,1,143844.347048222,2088374.25183594,1130217.88359375,1082918.03014032,1162238.0822835,1265834.35788345,796920.400856236,838257.930476433
FT195,584.477065595564,584.477065595564,584.477065595564,3058.14891350394,3058.14891350394,3058.14891350394,1,1,0,0,1,3967025.70508927,0,0,0,0,0,0,0
FT196,585.12574266424,585.125716314782,585.126079217096,925.307209273586,904.300225078136,976.375422023337,12,1,1,6,1,5584272.2015378,42297301.6081172,35914270.6753593,30039301.089895,29918809.6740312,26653449.3503198,38041611.0831393,38655829.2548236
FT197,585.1257062576,585.125677169911,585.125974638001,814.395778331678,809.65691888466,815.070765485151,8,1,1,6,1,4367442.41818635,16481158.2403758,14738532.7567852,9881977.08941666,8941637.53925742,10007325.5214844,9759930.31900782,11346043.6435937
FT198,585.240960876033,585.240960876033,585.240960876033,1283.22700314934,1283.22700314934,1283.22700314934,1,1,0,0,1,13487329.51873,448004.602279766,1691750.40338363,742508.262899996,867939.378933712,1688823.90786561,1803932.48111347,2287018.56890126
FT199,585.416540729413,585.416540729413,585.416540729413,2624.01387771765,2624.01387771765,2624.01387771765,1,1,0,0,1,2344975.74489841,0,0,0,0,0,0,0
FT200,585.328451025892,585.328451025892,585.328451025892,2873.41404246721,2873.41404246721,2873.41404246721,1,1,0,0,1,1453264.97588868,1257.98847442386,31933.586883103,19518.8982338466,16731.7473756019,14772.704453912,16247.1745354546,21609.775441753
FT201,585.486878376454,585.486834942781,585.486921810128,3107.76936743091,3106.00423192532,3109.5345029365,2,1,0,1,1,6086511.91072481,436996.150067364,1873435.9956421,1281666.50747148,441711.6449324,840064.851256512,562760.357061807,1023560.1637083
FT202,586.128822398438,586.128797597846,586.128853718638,925.064122055473,904.300225078136,925.861556144802,7,0,1,6,1,1587571.82314966,12828966.4090758,10693371.390761,8764828.9274021,8236780.317,7935171.37535936,10390502.470693,11348059.5729504
FT203,586.128781781943,586.128769869757,586.128796205295,814.466303495334,812.974550003238,815.070765485151,5,0,1,4,1,1455698.59336429,4398624.39270938,3946267.75601514,2446990.68833333,2136632.89576654,2499254.98517,2709834.79859215,2824488.07944071
FT204,586.469628082601,586.469628082601,586.469628082601,3077.88370466634,3077.88370466634,3077.88370466634,1,1,0,0,1,3459617.70667577,139506.586398469,176994.583946229,187778.234370895,222705.748477766,258263.327488598,38849.2162179354,197616.131709284
FT205,587.432186152827,587.432186152827,587.432186152827,2633.53519968135,2633.53519968135,2633.53519968135,1,1,0,0,1,23274782.5025505,0,0,0,0,0,0,0
FT206,588.435618243451,588.435618243451,588.435618243451,2633.53519968135,2633.53519968135,2633.53519968135,1,1,0,0,1,9028114.49173596,0,0,0,0,0,0,0
FT207,589.290823516403,589.290723458698,589.290835742431,2164.51139559729,2163.27347641114,2166.08937510236,4,0,0,4,1,1677141.5419442,497774.681351469,2316344.87328902,11193529.720919,20738200.9072453,11748687.5847657,1078684.95956491,1419189.33984445
FT208,589.447910332079,589.447910332079,589.447910332079,2698.80191799615,2698.80191799615,2698.80191799615,1,1,0,0,1,1514717.82326074,626.333082676647,868.513360536356,824.179006871274,0,0,0,2798.0713520628
FT209,590.293944489381,590.293900497399,590.293976276426,2165.72965032099,2163.27347641114,2166.08937510236,3,0,0,3,1,425167.795534017,108593.426199899,514993.511012098,2755487.68567381,5194329.35654288,2677140.35199522,268060.739165354,338215.901896821
FT210,591.261744461455,591.261744461455,591.261744461455,3135.32423192532,3135.32423192532,3135.32423192532,1,1,0,0,1,13517322.0963404,116229.535671386,898143.522091852,408454.466633874,185268.760318531,328077.841381835,344397.040537396,609426.453928628
FT211,591.463597691363,591.463597691363,591.463597691363,2700.82726348739,2700.82726348739,2700.82726348739,1,1,0,0,1,3113257.27883524,562612.651789344,3154.78278449422,39695.3920987504,19487.6039888121,18392.7515728678,23052.094323297,28301.5239932585
FT212,592.265390249535,592.265390249535,592.265390249535,3132.36423192532,3132.36423192532,3132.36423192532,1,1,0,0,1,5270800.45453569,37961.096606964,332239.523183815,147704.86417694,71830.7921233257,118013.982060325,128561.903286521,242742.879040249
FT213,593.264232256896,593.264232256896,593.264232256896,2393.44728111895,2393.44728111895,2393.44728111895,1,1,0,0,1,3339033.10670452,124137.750795805,553702.558381066,204599.832279426,74188.3241734081,237098.777839162,132392.157678783,171313.11271104
FT214,593.27384877924,593.27384877924,593.27384877924,2745.32004225482,2745.32004225482,2745.32004225482,1,1,0,0,1,3716827.11004399,93003.4424067509,113379.479135364,240951.439026088,157440.787167963,128730.370342338,199695.113243539,198832.4208253
FT215,593.398211276011,593.398211276011,593.398211276011,2985.45277929752,2985.45277929752,2985.45277929752,1,1,0,0,1,4665658.94831682,825.611517993918,0,1267.82578179258,0,0,0,2844.26833640213
FT216,594.378414757414,594.378414757414,594.378414757414,3080.57564526451,3080.57564526451,3080.57564526451,1,1,0,0,1,1422132.22015135,43595.8675214299,49255.8810385775,20331.8463835565,5947.08136044543,43351.7556847007,6628.8379439481,11632.737745862
FT217,595.149505812823,595.131316245399,595.167695380247,1212.92507450447,1211.22690165084,1214.62324735809,2,1,0,1,1,1659336.94037287,3812.94531528231,4046.67335934878,16859.142639717,9453.72928964378,2080455.24706053,0,37385.6917772595
FT218,595.131231960064,595.131212395758,595.13125152437,1407.9014306627,1399.62638644655,1416.17647487884,2,1,1,0,1,23123042.5670029,20558777.9391011,250412.083236691,405809.507144906,328253.62439159,861896.355062753,944533.894793906,404153.556137891
FT219,595.407474291185,595.407474291185,595.407474291185,2002.61522980679,2002.61522980679,2002.61522980679,1,1,0,0,1,1621171.96739614,40464.9861772879,89059.4456278236,50786.886936579,86106.0795946205,63072.2614343452,51732.246937238,63126.775070037
FT220,595.360889365318,595.360889365318,595.360889365318,2572.2252459817,2572.2252459817,2572.2252459817,1,1,0,0,1,1491829.29114846,0,22688.0215111537,13121.004182631,3437.97325080378,21697.7348815137,24055.9018970753,25651.3272028396
FT221,596.134472456174,596.134441491356,596.134503420992,1407.9014306627,1399.62638644655,1416.17647487884,2,1,1,0,1,6390253.16358205,5509621.07363281,51419.4170955774,111554.73716691,32622.3784541387,216476.664946078,220169.522918614,89236.4657306176
FT222,601.135095611118,601.134661968044,601.139482200418,107.525037447374,106.448384570407,120.989505333075,8,1,1,6,1,9249634.13585869,9469937.50823068,5365441.81870677,4964777.43788472,3832326.89584414,7931518.70676267,7339040.07990502,6335619.05605397
FT223,601.120600034399,601.120573498264,601.120695982618,957.015021103855,941.853229401775,958.379829475018,7,0,1,6,1,2427536.40545962,8541111.36076975,5077348.38467848,5517883.92197657,4634012.59805665,6953691.28130013,5216893.02172989,4313635.52215061
FT224,601.097129604194,601.097129604194,601.097129604194,1531.71940944664,1531.71940944664,1531.71940944664,1,1,0,0,1,1174329.52258929,0,0,4969.99173648681,0,0,0,0
FT225,601.290616390935,601.290616390935,601.290616390935,2303.69997363714,2303.69997363714,2303.69997363714,1,1,0,0,1,1700624.26103881,13777.7556708982,93606.0599676112,42810.4325465824,79180.1983347195,152532.758775848,127830.523854486,232725.568512226
FT226,601.323778969503,601.323601064962,601.324027361637,2557.97485930786,2544.78169197576,2559.59552463268,5,1,1,3,1,1151659.58578127,2030925.29037298,1669120.6868913,1458380.04232378,1284060.9251101,1584097.88553162,1543424.58688115,1405086.86278699
FT227,601.42442466467,601.42442466467,601.42442466467,2980.64637360307,2980.64637360307,2980.64637360307,1,1,0,0,1,5621483.1719674,1282.35336813946,10155.3123007284,0,0,898.297957921424,0,0
FT228,601.460917022596,601.460917022596,601.460917022596,3106.00423192532,3106.00423192532,3106.00423192532,1,1,0,0,1,1623528.6856925,60153.6304236092,113223.925906392,95359.083883192,31102.1580555508,82351.210762175,66003.2875315116,134206.281151514
FT229,602.427665308864,602.427665308864,602.427665308864,2980.64637360307,2980.64637360307,2980.64637360307,1,1,0,0,1,2105294.05989583,0,0,0,0,0,0,1153.34383065077
FT230,603.136069577372,603.136069577372,603.136069577372,1231.41042114639,1231.41042114639,1231.41042114639,1,1,0,0,1,36290520.2752177,200042.457654532,238598.180719504,198007.268556908,212729.919761128,203658.331522655,245006.718450337,329186.721512811
FT231,603.251124102763,603.251124102763,603.251124102763,1080.36676776811,1080.36676776811,1080.36676776811,1,1,0,0,1,2300963.64955357,9815.71061999976,65585.4319158192,2020.70542934862,0,24292.754925195,66885.3983641716,75047.766909687
FT232,603.442518368487,603.442518368487,603.442518368487,2978.23515442437,2978.23515442437,2978.23515442437,1,1,0,0,1,2524157.66438876,0,0,0,1212.61719456752,0,1316.91002705748,0
FT233,604.139550096386,604.139550096386,604.139550096386,1228.99089951386,1228.99089951386,1228.99089951386,1,1,0,0,1,10705765.2887842,24223.0948183112,49890.3048986865,0,10621.3724564316,17635.5907485832,60020.4052558661,60160.442199963
FT234,605.241475290444,605.241475290444,605.241475290444,3030.44632049947,3030.44632049947,3030.44632049947,1,1,0,0,1,5625014.31308589,37999.9070553031,383419.677764299,210252.150768167,108133.372125579,173955.382516812,185548.695879139,336799.682009411
FT235,605.406612357583,605.406462506363,605.40672540858,3182.55975220103,3181.58630112933,3183.36730967394,6,0,1,5,1,1491262.01472075,1468522.81232827,2193861.1970981,3782919.92285159,2213429.96575736,5611822.59840152,1853982.14715566,6243940.92020089
FT236,605.455607602359,605.455607602359,605.455607602359,3058.14891350394,3058.14891350394,3058.14891350394,1,1,0,0,1,5063991.94006249,0,0,0,0,0,0,0
FT237,606.458982130244,606.458982130244,606.458982130244,3058.14891350394,3058.14891350394,3058.14891350394,1,1,0,0,1,1905871.16521875,0,0,0,0,0,0,0
FT238,607.240148075135,607.240148075135,607.240148075135,1104.29630727855,1104.29630727855,1104.29630727855,1,1,0,0,1,5465903.6890095,593692.899499975,43648.4116217018,28600.3375196852,6652.53148775396,228474.423765927,77170.2897653663,61791.6218855251
FT239,607.256760246494,607.256760246494,607.256760246494,3076.53649574651,3076.53649574651,3076.53649574651,1,1,0,0,1,6627152.40754032,19066.4277600235,73696.1392728766,105798.259883842,31625.5100269945,65040.3111233865,41005.9915753784,107581.234514373
FT240,607.261528180494,607.261528180494,607.261528180494,2097.71581149159,2097.71581149159,2097.71581149159,1,1,0,0,1,1339572.13659668,71305.5262632986,46764.84311897,95583.4526497481,133963.25510359,185333.526771444,81325.2458989546,77342.6676130411
FT241,607.48435027069,607.473687388921,607.495013152458,3028.83060379417,3002.81054780205,3054.85065978628,2,1,0,0,1,33913646.0542338,0,0,0,0,0,0,0
FT242,607.422263435977,607.422263435977,607.422263435977,3335.82423192532,3335.82423192532,3335.82423192532,1,1,0,0,1,5003404.25426896,348422.892308285,1443697.25074013,732167.685698498,395675.342062216,1147665.33237847,516974.649543841,819840.534573523
